"UF","MUNICÍPIO","UNIDADE","SUCURSAL"
"PB","INGA","PERNAMBUCO","SUPE"
"PB","ITABAIANA","PERNAMBUCO","SUPE"
"PB","ITAPORANGA","PERNAMBUCO","SUPE"
"PB","ITAPOROROCA","PERNAMBUCO","SUPE"
"PB","ITATUBA","PERNAMBUCO","SUPE"
"PB","JACARAU","PERNAMBUCO","SUPE"
"PB","JERICO","PERNAMBUCO","SUPE"
"PB","JOAO PESSOA","PERNAMBUCO","SUPE"
"PB","JOCA CLAUDINO","PERNAMBUCO","SUPE"
"PB","JUAREZ TAVORA","PERNAMBUCO","SUPE"
"PB","JUAZEIRINHO","PERNAMBUCO","SUPE"
"PB","JUNCO DO SERIDO","PERNAMBUCO","SUPE"
"PB","JURIPIRANGA","PERNAMBUCO","SUPE"
"PB","JURU","PERNAMBUCO","SUPE"
"PB","LAGOA","PERNAMBUCO","SUPE"
"PB","LAGOA DE DENTRO","PERNAMBUCO","SUPE"
"PB","LAGOA SECA","PERNAMBUCO","SUPE"
"PB","LASTRO","PERNAMBUCO","SUPE"
"PB","LIVRAMENTO","PERNAMBUCO","SUPE"
"PB","LOGRADOURO","PERNAMBUCO","SUPE"
"PB","LUCENA","PERNAMBUCO","SUPE"
"PB","MAE D'AGUA","PERNAMBUCO","SUPE"
"PB","MALTA","PERNAMBUCO","SUPE"
"PB","MAMANGUAPE","PERNAMBUCO","SUPE"
"PB","MANAIRA","PERNAMBUCO","SUPE"
"PB","MARCACAO","PERNAMBUCO","SUPE"
"PB","MARI","PERNAMBUCO","SUPE"
"PB","MARIZOPOLIS","PERNAMBUCO","SUPE"
"PB","MASSARANDUBA","PERNAMBUCO","SUPE"
"PB","MATARACA","PERNAMBUCO","SUPE"
"PB","MATINHAS","PERNAMBUCO","SUPE"
"PB","MATO GROSSO","PERNAMBUCO","SUPE"
"PB","MATUREIA","PERNAMBUCO","SUPE"
"PB","MOGEIRO","PERNAMBUCO","SUPE"
"PB","MONTADAS","PERNAMBUCO","SUPE"
"PB","MONTE HOREBE","PERNAMBUCO","SUPE"
"PB","MONTEIRO","PERNAMBUCO","SUPE"
"PB","MULUNGU","PERNAMBUCO","SUPE"
"PB","NATUBA","PERNAMBUCO","SUPE"
"PB","NAZAREZINHO","PERNAMBUCO","SUPE"
"PB","NOVA FLORESTA","PERNAMBUCO","SUPE"
"PB","NOVA OLINDA","PERNAMBUCO","SUPE"
"PB","NOVA PALMEIRA","PERNAMBUCO","SUPE"
"PB","OLHO D'AGUA","PERNAMBUCO","SUPE"
"PB","OLIVEDOS","PERNAMBUCO","SUPE"
"PB","OURO VELHO","PERNAMBUCO","SUPE"
"PB","PARARI","PERNAMBUCO","SUPE"
"PB","PASSAGEM","PERNAMBUCO","SUPE"
"PB","PATOS","PERNAMBUCO","SUPE"
"PB","PAULISTA","PERNAMBUCO","SUPE"
"PB","PEDRA BRANCA","PERNAMBUCO","SUPE"
"PB","PEDRA LAVRADA","PERNAMBUCO","SUPE"
"PB","PEDRAS DE FOGO","PERNAMBUCO","SUPE"
"PB","PEDRO REGIS","PERNAMBUCO","SUPE"
"PB","PIANCO","PERNAMBUCO","SUPE"
"PB","PICUI","PERNAMBUCO","SUPE"
"PB","PILAR","PERNAMBUCO","SUPE"
"PB","PILOES","PERNAMBUCO","SUPE"
"PB","PILOEZINHOS","PERNAMBUCO","SUPE"
"PB","PIRPIRITUBA","PERNAMBUCO","SUPE"
"PB","PITIMBU","PERNAMBUCO","SUPE"
"PB","POCINHOS","PERNAMBUCO","SUPE"
"PB","POCO DANTAS","PERNAMBUCO","SUPE"
"PB","POCO DE JOSE DE MOURA","PERNAMBUCO","SUPE"
"PB","POMBAL","PERNAMBUCO","SUPE"
"PB","PRATA","PERNAMBUCO","SUPE"
"PB","PRINCESA ISABEL","PERNAMBUCO","SUPE"
"PB","PUXINANA","PERNAMBUCO","SUPE"
"PB","QUEIMADAS","PERNAMBUCO","SUPE"
"PB","QUIXABA","PERNAMBUCO","SUPE"
"PB","REMIGIO","PERNAMBUCO","SUPE"
"PB","RIACHAO","PERNAMBUCO","SUPE"
"PB","RIACHAO DO BACAMARTE","PERNAMBUCO","SUPE"
"PB","RIACHAO DO POCO","PERNAMBUCO","SUPE"
"PB","RIACHO DE SANTO ANTONIO","PERNAMBUCO","SUPE"
"PB","RIACHO DOS CAVALOS","PERNAMBUCO","SUPE"
"PB","RIO TINTO","PERNAMBUCO","SUPE"
"PB","SALGADINHO","PERNAMBUCO","SUPE"
"PB","SALGADO DE SAO FELIX","PERNAMBUCO","SUPE"
"PB","SANTA CECILIA","PERNAMBUCO","SUPE"
"PB","SANTA CRUZ","PERNAMBUCO","SUPE"
"PB","SANTA HELENA","PERNAMBUCO","SUPE"
"PB","SANTA INES","PERNAMBUCO","SUPE"
"PB","SANTA LUZIA","PERNAMBUCO","SUPE"
"PB","SANTA RITA","PERNAMBUCO","SUPE"
"PB","SANTA TERESINHA","PERNAMBUCO","SUPE"
"PB","SANTANA DE MANGUEIRA","PERNAMBUCO","SUPE"
"PB","SANTANA DOS GARROTES","PERNAMBUCO","SUPE"
"PB","SANTO ANDRE","PERNAMBUCO","SUPE"
"PB","SAO BENTINHO","PERNAMBUCO","SUPE"
"PB","SAO BENTO","PERNAMBUCO","SUPE"
"PB","SAO DOMINGOS","PERNAMBUCO","SUPE"
"PB","SAO DOMINGOS DO CARIRI","PERNAMBUCO","SUPE"
"PB","SAO FRANCISCO","PERNAMBUCO","SUPE"
"PB","SAO JOAO DO CARIRI","PERNAMBUCO","SUPE"
"PB","SAO JOAO DO RIO DO PEIXE","PERNAMBUCO","SUPE"
"PB","SAO JOAO DO TIGRE","PERNAMBUCO","SUPE"
"PB","SAO JOSE DA LAGOA TAPADA","PERNAMBUCO","SUPE"
"PB","SAO JOSE DE CAIANA","PERNAMBUCO","SUPE"
"PB","SAO JOSE DE ESPINHARAS","PERNAMBUCO","SUPE"
"PB","SAO JOSE DE PIRANHAS","PERNAMBUCO","SUPE"
"PB","SAO JOSE DE PRINCESA","PERNAMBUCO","SUPE"
"PB","SAO JOSE DO BONFIM","PERNAMBUCO","SUPE"
"PB","SAO JOSE DO BREJO DO CRUZ","PERNAMBUCO","SUPE"
"PB","SAO JOSE DO SABUGI","PERNAMBUCO","SUPE"
"PB","SAO JOSE DOS CORDEIROS","PERNAMBUCO","SUPE"
"PB","SAO JOSE DOS RAMOS","PERNAMBUCO","SUPE"
"PB","SAO MAMEDE","PERNAMBUCO","SUPE"
"PB","SAO MIGUEL DE TAIPU","PERNAMBUCO","SUPE"
"PB","SAO SEBASTIAO DE LAGOA DE ROCA","PERNAMBUCO","SUPE"
"PB","SAO SEBASTIAO DO UMBUZEIRO","PERNAMBUCO","SUPE"
"PB","SAO VICENTE DO SERIDO","PERNAMBUCO","SUPE"
"PB","SAPE","PERNAMBUCO","SUPE"
"PB","SERRA BRANCA","PERNAMBUCO","SUPE"
"PB","SERRA DA RAIZ","PERNAMBUCO","SUPE"
"PB","SERRA GRANDE","PERNAMBUCO","SUPE"
"PB","SERRA REDONDA","PERNAMBUCO","SUPE"
"PB","SERRARIA","PERNAMBUCO","SUPE"
"PB","SERTAOZINHO","PERNAMBUCO","SUPE"
"PB","SOBRADO","PERNAMBUCO","SUPE"
"PB","SOLANEA","PERNAMBUCO","SUPE"
"PB","SOLEDADE","PERNAMBUCO","SUPE"
"PB","SOSSEGO","PERNAMBUCO","SUPE"
"PB","SOUSA","PERNAMBUCO","SUPE"
"PB","SUME","PERNAMBUCO","SUPE"
"PB","TACIMA","PERNAMBUCO","SUPE"
"PB","TAPEROA","PERNAMBUCO","SUPE"
"PB","TAVARES","PERNAMBUCO","SUPE"
"PB","TEIXEIRA","PERNAMBUCO","SUPE"
"PB","TENORIO","PERNAMBUCO","SUPE"
"PB","TRIUNFO","PERNAMBUCO","SUPE"
"PB","UIRAUNA","PERNAMBUCO","SUPE"
"PB","UMBUZEIRO","PERNAMBUCO","SUPE"
"PB","VARZEA","PERNAMBUCO","SUPE"
"PB","VIEIROPOLIS","PERNAMBUCO","SUPE"
"PB","VISTA SERRANA","PERNAMBUCO","SUPE"
"PB","ZABELE","PERNAMBUCO","SUPE"
"PE","ABREU E LIMA","PERNAMBUCO","SUPE"
"PE","AFOGADOS DA INGAZEIRA","PERNAMBUCO","SUPE"
"PE","AFRANIO","PERNAMBUCO","SUPE"
"PE","AGRESTINA","PERNAMBUCO","SUPE"
"PE","AGUA PRETA","PERNAMBUCO","SUPE"
"PE","AGUAS BELAS","PERNAMBUCO","SUPE"
"PE","ALAGOINHA","PERNAMBUCO","SUPE"
"PE","ALIANCA","PERNAMBUCO","SUPE"
"PE","ALTINHO","PERNAMBUCO","SUPE"
"PE","AMARAJI","PERNAMBUCO","SUPE"
"PE","ANGELIM","PERNAMBUCO","SUPE"
"PE","ARACOIABA","PERNAMBUCO","SUPE"
"PE","ARARIPINA","PERNAMBUCO","SUPE"
"PE","ARCOVERDE","PERNAMBUCO","SUPE"
"PE","BARRA DE GUABIRABA","PERNAMBUCO","SUPE"
"PE","BARREIROS","PERNAMBUCO","SUPE"
"PE","BELEM DE MARIA","PERNAMBUCO","SUPE"
"PE","BELEM DO SAO FRANCISCO","PERNAMBUCO","SUPE"
"PE","BELO JARDIM","PERNAMBUCO","SUPE"
"PE","BETANIA","PERNAMBUCO","SUPE"
"PE","BEZERROS","PERNAMBUCO","SUPE"
"PE","BODOCO","PERNAMBUCO","SUPE"
"PE","BOM CONSELHO","PERNAMBUCO","SUPE"
"PE","BOM JARDIM","PERNAMBUCO","SUPE"
"PE","BONITO","PERNAMBUCO","SUPE"
"PE","BREJAO","PERNAMBUCO","SUPE"
"PE","BREJINHO","PERNAMBUCO","SUPE"
"PE","BREJO DA MADRE DE DEUS","PERNAMBUCO","SUPE"
"PE","BUENOS AIRES","PERNAMBUCO","SUPE"
"PE","BUIQUE","PERNAMBUCO","SUPE"
"PE","CABO DE SANTO AGOSTINHO","PERNAMBUCO","SUPE"
"PE","CABROBO","PERNAMBUCO","SUPE"
"PE","CACHOEIRINHA","PERNAMBUCO","SUPE"
"PE","CAETES","PERNAMBUCO","SUPE"
"PE","CALCADO","PERNAMBUCO","SUPE"
"PE","CALUMBI","PERNAMBUCO","SUPE"
"PE","CAMARAGIBE","PERNAMBUCO","SUPE"
"PE","CAMOCIM DE SAO FELIX","PERNAMBUCO","SUPE"
"PE","CAMUTANGA","PERNAMBUCO","SUPE"
"PE","CANHOTINHO","PERNAMBUCO","SUPE"
"PE","CAPOEIRAS","PERNAMBUCO","SUPE"
"PE","CARNAIBA","PERNAMBUCO","SUPE"
"PE","CARNAUBEIRA DA PENHA","PERNAMBUCO","SUPE"
"PE","CARPINA","PERNAMBUCO","SUPE"
"PE","CARUARU","PERNAMBUCO","SUPE"
"PE","CASINHAS","PERNAMBUCO","SUPE"
"PE","CATENDE","PERNAMBUCO","SUPE"
"PE","CEDRO","PERNAMBUCO","SUPE"
"PE","CHA DE ALEGRIA","PERNAMBUCO","SUPE"
"PE","CHA GRANDE","PERNAMBUCO","SUPE"
"PE","CONDADO","PERNAMBUCO","SUPE"
"PE","CORRENTES","PERNAMBUCO","SUPE"
"PE","CORTES","PERNAMBUCO","SUPE"
"PE","CUMARU","PERNAMBUCO","SUPE"
"PE","CUPIRA","PERNAMBUCO","SUPE"
"PE","CUSTODIA","PERNAMBUCO","SUPE"
"PE","DORMENTES","PERNAMBUCO","SUPE"
"PE","ESCADA","PERNAMBUCO","SUPE"
"PE","EXU","PERNAMBUCO","SUPE"
"PE","FEIRA NOVA","PERNAMBUCO","SUPE"
"PE","FERNANDO DE NORONHA","PERNAMBUCO","SUPE"
"PE","FERREIROS","PERNAMBUCO","SUPE"
"PE","FLORES","PERNAMBUCO","SUPE"
"PE","FLORESTA","PERNAMBUCO","SUPE"
"PE","FREI MIGUELINHO","PERNAMBUCO","SUPE"
"PE","GAMELEIRA","PERNAMBUCO","SUPE"
"PE","GARANHUNS","PERNAMBUCO","SUPE"
"PE","GLORIA DO GOITA","PERNAMBUCO","SUPE"
"PE","GOIANA","PERNAMBUCO","SUPE"
"PE","GRANITO","PERNAMBUCO","SUPE"
"PE","GRAVATA","PERNAMBUCO","SUPE"
"PE","IATI","PERNAMBUCO","SUPE"
"PE","IBIMIRIM","PERNAMBUCO","SUPE"
"PE","IBIRAJUBA","PERNAMBUCO","SUPE"
"PE","IGARASSU","PERNAMBUCO","SUPE"
"PE","IGUARACY","PERNAMBUCO","SUPE"
"PE","ILHA DE ITAMARACA","PERNAMBUCO","SUPE"
"PE","INAJA","PERNAMBUCO","SUPE"
"PE","INGAZEIRA","PERNAMBUCO","SUPE"
"PE","IPOJUCA","PERNAMBUCO","SUPE"
"PE","IPUBI","PERNAMBUCO","SUPE"
"PE","ITACURUBA","PERNAMBUCO","SUPE"
"PE","ITAIBA","PERNAMBUCO","SUPE"
"PE","ITAMBE","PERNAMBUCO","SUPE"
"PE","ITAPETIM","PERNAMBUCO","SUPE"
"PE","ITAPISSUMA","PERNAMBUCO","SUPE"
"PE","ITAQUITINGA","PERNAMBUCO","SUPE"
"PE","JABOATAO DOS GUARARAPES","PERNAMBUCO","SUPE"
"PE","JAQUEIRA","PERNAMBUCO","SUPE"
"PE","JATAUBA","PERNAMBUCO","SUPE"
"PE","JATOBA","PERNAMBUCO","SUPE"
"PE","JOAO ALFREDO","PERNAMBUCO","SUPE"
"PE","JOAQUIM NABUCO","PERNAMBUCO","SUPE"
"PE","JUCATI","PERNAMBUCO","SUPE"
"PE","JUPI","PERNAMBUCO","SUPE"
"PE","JUREMA","PERNAMBUCO","SUPE"
"PE","LAGOA DO CARRO","PERNAMBUCO","SUPE"
"PE","LAGOA DO ITAENGA","PERNAMBUCO","SUPE"
"PE","LAGOA DO OURO","PERNAMBUCO","SUPE"
"PE","LAGOA DOS GATOS","PERNAMBUCO","SUPE"
"PE","LAGOA GRANDE","PERNAMBUCO","SUPE"
"PE","LAJEDO","PERNAMBUCO","SUPE"
"PE","LIMOEIRO","PERNAMBUCO","SUPE"
"PE","MACAPARANA","PERNAMBUCO","SUPE"
"PE","MACHADOS","PERNAMBUCO","SUPE"
"PE","MANARI","PERNAMBUCO","SUPE"
"PE","MARAIAL","PERNAMBUCO","SUPE"
"PE","MIRANDIBA","PERNAMBUCO","SUPE"
"PE","MOREILANDIA","PERNAMBUCO","SUPE"
"PE","MORENO","PERNAMBUCO","SUPE"
"PE","NAZARE DA MATA","PERNAMBUCO","SUPE"
"PE","OLINDA","PERNAMBUCO","SUPE"
"PE","OROBO","PERNAMBUCO","SUPE"
"PE","OROCO","PERNAMBUCO","SUPE"
"PE","OURICURI","PERNAMBUCO","SUPE"
"PE","PALMARES","PERNAMBUCO","SUPE"
"PE","PALMEIRINA","PERNAMBUCO","SUPE"
"PE","PANELAS","PERNAMBUCO","SUPE"
"PE","PARANATAMA","PERNAMBUCO","SUPE"
"PE","PARNAMIRIM","PERNAMBUCO","SUPE"
"PE","PASSIRA","PERNAMBUCO","SUPE"
"PE","PAUDALHO","PERNAMBUCO","SUPE"
"PE","PAULISTA","PERNAMBUCO","SUPE"
"PE","PEDRA","PERNAMBUCO","SUPE"
"PE","PESQUEIRA","PERNAMBUCO","SUPE"
"PE","PETROLANDIA","PERNAMBUCO","SUPE"
"PE","PETROLINA","PERNAMBUCO","SUPE"
"PE","POCAO","PERNAMBUCO","SUPE"
"PE","POMBOS","PERNAMBUCO","SUPE"
"PE","PRIMAVERA","PERNAMBUCO","SUPE"
"PE","QUIPAPA","PERNAMBUCO","SUPE"
"PE","QUIXABA","PERNAMBUCO","SUPE"
"PE","RECIFE","PERNAMBUCO","SUPE"
"PE","RIACHO DAS ALMAS","PERNAMBUCO","SUPE"
"PE","RIBEIRAO","PERNAMBUCO","SUPE"
"PE","RIO FORMOSO","PERNAMBUCO","SUPE"
"PE","SAIRE","PERNAMBUCO","SUPE"
"PE","SALGADINHO","PERNAMBUCO","SUPE"
"PE","SALGUEIRO","PERNAMBUCO","SUPE"
"PE","SALOA","PERNAMBUCO","SUPE"
"PE","SANHARO","PERNAMBUCO","SUPE"
"PE","SANTA CRUZ","PERNAMBUCO","SUPE"
"PE","SANTA CRUZ DA BAIXA VERDE","PERNAMBUCO","SUPE"
"PE","SANTA CRUZ DO CAPIBARIBE","PERNAMBUCO","SUPE"
"PE","SANTA FILOMENA","PERNAMBUCO","SUPE"
"PE","SANTA MARIA DA BOA VISTA","PERNAMBUCO","SUPE"
"PE","SANTA MARIA DO CAMBUCA","PERNAMBUCO","SUPE"
"PE","SANTA TEREZINHA","PERNAMBUCO","SUPE"
"PE","SAO BENEDITO DO SUL","PERNAMBUCO","SUPE"
"PE","SAO BENTO DO UNA","PERNAMBUCO","SUPE"
"PE","SAO CAITANO","PERNAMBUCO","SUPE"
"PE","SAO JOAO","PERNAMBUCO","SUPE"
"PE","SAO JOAQUIM DO MONTE","PERNAMBUCO","SUPE"
"PE","SAO JOSE DA COROA GRANDE","PERNAMBUCO","SUPE"
"PE","SAO JOSE DO BELMONTE","PERNAMBUCO","SUPE"
"PE","SAO JOSE DO EGITO","PERNAMBUCO","SUPE"
"PE","SAO LOURENCO DA MATA","PERNAMBUCO","SUPE"
"PE","SAO VICENTE FERRER","PERNAMBUCO","SUPE"
"PE","SERRA TALHADA","PERNAMBUCO","SUPE"
"PE","SERRITA","PERNAMBUCO","SUPE"
"PE","SERTANIA","PERNAMBUCO","SUPE"
"PE","SIRINHAEM","PERNAMBUCO","SUPE"
"PE","SOLIDAO","PERNAMBUCO","SUPE"
"PE","SURUBIM","PERNAMBUCO","SUPE"
"PE","TABIRA","PERNAMBUCO","SUPE"
"PE","TACAIMBO","PERNAMBUCO","SUPE"
"PE","TACARATU","PERNAMBUCO","SUPE"
"PE","TAMANDARE","PERNAMBUCO","SUPE"
"PE","TAQUARITINGA DO NORTE","PERNAMBUCO","SUPE"
"PE","TEREZINHA","PERNAMBUCO","SUPE"
"PE","TERRA NOVA","PERNAMBUCO","SUPE"
"PE","TIMBAUBA","PERNAMBUCO","SUPE"
"PE","TORITAMA","PERNAMBUCO","SUPE"
"PE","TRACUNHAEM","PERNAMBUCO","SUPE"
"PE","TRINDADE","PERNAMBUCO","SUPE"
"PE","TRIUNFO","PERNAMBUCO","SUPE"
"PE","TUPANATINGA","PERNAMBUCO","SUPE"
"PE","TUPARETAMA","PERNAMBUCO","SUPE"
"PE","VENTUROSA","PERNAMBUCO","SUPE"
"PE","VERDEJANTE","PERNAMBUCO","SUPE"
"PE","VERTENTE DO LERIO","PERNAMBUCO","SUPE"
"PE","VERTENTES","PERNAMBUCO","SUPE"
"PE","VICENCIA","PERNAMBUCO","SUPE"
"PE","VITORIA DE SANTO ANTAO","PERNAMBUCO","SUPE"
"PE","XEXEU","PERNAMBUCO","SUPE"
"PI","ACAUA","PERNAMBUCO","SUPE"
"PI","AGRICOLANDIA","PERNAMBUCO","SUPE"
"PI","AGUA BRANCA","PERNAMBUCO","SUPE"
"PI","ALAGOINHA DO PIAUI","PERNAMBUCO","SUPE"
"PI","ALEGRETE DO PIAUI","PERNAMBUCO","SUPE"
"PI","ALTO LONGA","PERNAMBUCO","SUPE"
"PI","ALTOS","PERNAMBUCO","SUPE"
"PI","ALVORADA DO GURGUEIA","PERNAMBUCO","SUPE"
"PI","AMARANTE","PERNAMBUCO","SUPE"
"PI","ANGICAL DO PIAUI","PERNAMBUCO","SUPE"
"PI","ANISIO DE ABREU","PERNAMBUCO","SUPE"
"PI","ANTONIO ALMEIDA","PERNAMBUCO","SUPE"
"PI","AROAZES","PERNAMBUCO","SUPE"
"PI","AROEIRAS DO ITAIM","PERNAMBUCO","SUPE"
"PI","ARRAIAL","PERNAMBUCO","SUPE"
"PI","ASSUNCAO DO PIAUI","PERNAMBUCO","SUPE"
"PI","AVELINO LOPES","PERNAMBUCO","SUPE"
"PI","BAIXA GRANDE DO RIBEIRO","PERNAMBUCO","SUPE"
"PI","BARRA D'ALCANTARA","PERNAMBUCO","SUPE"
"PI","BARRAS","PERNAMBUCO","SUPE"
"PI","BARREIRAS DO PIAUI","PERNAMBUCO","SUPE"
"PI","BARRO DURO","PERNAMBUCO","SUPE"
"PI","BATALHA","PERNAMBUCO","SUPE"
"PI","BELA VISTA DO PIAUI","PERNAMBUCO","SUPE"
"PI","BELEM DO PIAUI","PERNAMBUCO","SUPE"
"PI","BENEDITINOS","PERNAMBUCO","SUPE"
"PI","BERTOLINIA","PERNAMBUCO","SUPE"
"PI","BETANIA DO PIAUI","PERNAMBUCO","SUPE"
"PI","BOA HORA","PERNAMBUCO","SUPE"
"PI","BOCAINA","PERNAMBUCO","SUPE"
"PI","BOM JESUS","PERNAMBUCO","SUPE"
"PI","BOM PRINCIPIO DO PIAUI","PERNAMBUCO","SUPE"
"PI","BONFIM DO PIAUI","PERNAMBUCO","SUPE"
"PI","BOQUEIRAO DO PIAUI","PERNAMBUCO","SUPE"
"PI","BRASILEIRA","PERNAMBUCO","SUPE"
"PI","BREJO DO PIAUI","PERNAMBUCO","SUPE"
"PI","BURITI DOS LOPES","PERNAMBUCO","SUPE"
"PI","BURITI DOS MONTES","PERNAMBUCO","SUPE"
"PI","CABECEIRAS DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAJAZEIRAS DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAJUEIRO DA PRAIA","PERNAMBUCO","SUPE"
"PI","CALDEIRAO GRANDE DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAMPINAS DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAMPO ALEGRE DO FIDALGO","PERNAMBUCO","SUPE"
"PI","CAMPO GRANDE DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAMPO LARGO DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAMPO MAIOR","PERNAMBUCO","SUPE"
"PI","CANAVIEIRA","PERNAMBUCO","SUPE"
"PI","CANTO DO BURITI","PERNAMBUCO","SUPE"
"PI","CAPITAO DE CAMPOS","PERNAMBUCO","SUPE"
"PI","CAPITAO GERVASIO OLIVEIRA","PERNAMBUCO","SUPE"
"PI","CARACOL","PERNAMBUCO","SUPE"
"PI","CARAUBAS DO PIAUI","PERNAMBUCO","SUPE"
"PI","CARIDADE DO PIAUI","PERNAMBUCO","SUPE"
"PI","CASTELO DO PIAUI","PERNAMBUCO","SUPE"
"PI","CAXINGO","PERNAMBUCO","SUPE"
"PI","COCAL","PERNAMBUCO","SUPE"
"PI","COCAL DE TELHA","PERNAMBUCO","SUPE"
"PI","COCAL DOS ALVES","PERNAMBUCO","SUPE"
"PI","COIVARAS","PERNAMBUCO","SUPE"
"PI","COLONIA DO GURGUEIA","PERNAMBUCO","SUPE"
"PI","COLONIA DO PIAUI","PERNAMBUCO","SUPE"
"PI","CONCEICAO DO CANINDE","PERNAMBUCO","SUPE"
"PI","CORONEL JOSE DIAS","PERNAMBUCO","SUPE"
"PI","CORRENTE","PERNAMBUCO","SUPE"
"PI","CRISTALANDIA DO PIAUI","PERNAMBUCO","SUPE"
"PI","CRISTINO CASTRO","PERNAMBUCO","SUPE"
"PI","CURIMATA","PERNAMBUCO","SUPE"
"PI","CURRAIS","PERNAMBUCO","SUPE"
"PI","CURRAL NOVO DO PIAUI","PERNAMBUCO","SUPE"
"PI","CURRALINHOS","PERNAMBUCO","SUPE"
"PI","DEMERVAL LOBAO","PERNAMBUCO","SUPE"
"PI","DIRCEU ARCOVERDE","PERNAMBUCO","SUPE"
"PI","DOM EXPEDITO LOPES","PERNAMBUCO","SUPE"
"PI","DOM INOCENCIO","PERNAMBUCO","SUPE"
"PI","DOMINGOS MOURAO","PERNAMBUCO","SUPE"
"PI","ELESBAO VELOSO","PERNAMBUCO","SUPE"
"PI","ELISEU MARTINS","PERNAMBUCO","SUPE"
"PI","ESPERANTINA","PERNAMBUCO","SUPE"
"PI","FARTURA DO PIAUI","PERNAMBUCO","SUPE"
"PI","FLORES DO PIAUI","PERNAMBUCO","SUPE"
"PI","FLORESTA DO PIAUI","PERNAMBUCO","SUPE"
"PI","FLORIANO","PERNAMBUCO","SUPE"
"PI","FRANCINOPOLIS","PERNAMBUCO","SUPE"
"PI","FRANCISCO AYRES","PERNAMBUCO","SUPE"
"PI","FRANCISCO MACEDO","PERNAMBUCO","SUPE"
"PI","FRANCISCO SANTOS","PERNAMBUCO","SUPE"
"PI","FRONTEIRAS","PERNAMBUCO","SUPE"
"PI","GEMINIANO","PERNAMBUCO","SUPE"
"PI","GILBUES","PERNAMBUCO","SUPE"
"PI","GUADALUPE","PERNAMBUCO","SUPE"
"PI","GUARIBAS","PERNAMBUCO","SUPE"
"PI","HUGO NAPOLEAO","PERNAMBUCO","SUPE"
"PI","ILHA GRANDE","PERNAMBUCO","SUPE"
"PI","INHUMA","PERNAMBUCO","SUPE"
"PI","IPIRANGA DO PIAUI","PERNAMBUCO","SUPE"
"PI","ISAIAS COELHO","PERNAMBUCO","SUPE"
"PI","ITAINOPOLIS","PERNAMBUCO","SUPE"
"PI","ITAUEIRA","PERNAMBUCO","SUPE"
"PI","JACOBINA DO PIAUI","PERNAMBUCO","SUPE"
"PI","JAICOS","PERNAMBUCO","SUPE"
"PI","JARDIM DO MULATO","PERNAMBUCO","SUPE"
"PI","JATOBA DO PIAUI","PERNAMBUCO","SUPE"
"PI","JERUMENHA","PERNAMBUCO","SUPE"
"PI","JOAO COSTA","PERNAMBUCO","SUPE"
"PI","JOAQUIM PIRES","PERNAMBUCO","SUPE"
"PI","JOCA MARQUES","PERNAMBUCO","SUPE"
"PI","JOSE DE FREITAS","PERNAMBUCO","SUPE"
"PI","JUAZEIRO DO PIAUI","PERNAMBUCO","SUPE"
"PI","JULIO BORGES","PERNAMBUCO","SUPE"
"PI","JUREMA","PERNAMBUCO","SUPE"
"PI","LAGOA ALEGRE","PERNAMBUCO","SUPE"
"PI","LAGOA DE SAO FRANCISCO","PERNAMBUCO","SUPE"
"PI","LAGOA DO BARRO DO PIAUI","PERNAMBUCO","SUPE"
"PI","LAGOA DO PIAUI","PERNAMBUCO","SUPE"
"PI","LAGOA DO SITIO","PERNAMBUCO","SUPE"
"PI","LAGOINHA DO PIAUI","PERNAMBUCO","SUPE"
"PI","LANDRI SALES","PERNAMBUCO","SUPE"
"PI","LUIS CORREIA","PERNAMBUCO","SUPE"
"PI","LUZILANDIA","PERNAMBUCO","SUPE"
"PI","MADEIRO","PERNAMBUCO","SUPE"
"PI","MANOEL EMIDIO","PERNAMBUCO","SUPE"
"PI","MARCOLANDIA","PERNAMBUCO","SUPE"
"PI","MARCOS PARENTE","PERNAMBUCO","SUPE"
"PI","MASSAPE DO PIAUI","PERNAMBUCO","SUPE"
"PI","MATIAS OLIMPIO","PERNAMBUCO","SUPE"
"PI","MIGUEL ALVES","PERNAMBUCO","SUPE"
"PI","MIGUEL LEAO","PERNAMBUCO","SUPE"
"PI","MILTON BRANDAO","PERNAMBUCO","SUPE"
"PI","MONSENHOR GIL","PERNAMBUCO","SUPE"
"PI","MONSENHOR HIPOLITO","PERNAMBUCO","SUPE"
"PI","MONTE ALEGRE DO PIAUI","PERNAMBUCO","SUPE"
"PI","MORRO CABECA NO TEMPO","PERNAMBUCO","SUPE"
"PI","MORRO DO CHAPEU DO PIAUI","PERNAMBUCO","SUPE"
"PI","MURICI DOS PORTELAS","PERNAMBUCO","SUPE"
"PI","NAZARE DO PIAUI","PERNAMBUCO","SUPE"
"PI","NAZARIA","PERNAMBUCO","SUPE"
"PI","NOSSA SENHORA DE NAZARE","PERNAMBUCO","SUPE"
"PI","NOSSA SENHORA DOS REMEDIOS","PERNAMBUCO","SUPE"
"PI","NOVA SANTA RITA","PERNAMBUCO","SUPE"
