"UF","MUNICÍPIO","UNIDADE","SUCURSAL"
"AC","ACRELANDIA","DISTRITO FEDERAL","SUDF"
"AC","ASSIS BRASIL","DISTRITO FEDERAL","SUDF"
"AC","BRASILEIA","DISTRITO FEDERAL","SUDF"
"AC","BUJARI","DISTRITO FEDERAL","SUDF"
"AC","CAPIXABA","DISTRITO FEDERAL","SUDF"
"AC","CRUZEIRO DO SUL","DISTRITO FEDERAL","SUDF"
"AC","EPITACIOLANDIA","DISTRITO FEDERAL","SUDF"
"AC","FEIJO","DISTRITO FEDERAL","SUDF"
"AC","JORDAO","DISTRITO FEDERAL","SUDF"
"AC","MANCIO LIMA","DISTRITO FEDERAL","SUDF"
"AC","MANOEL URBANO","DISTRITO FEDERAL","SUDF"
"AC","MARECHAL THAUMATURGO","DISTRITO FEDERAL","SUDF"
"AC","PLACIDO DE CASTRO","DISTRITO FEDERAL","SUDF"
"AC","PORTO ACRE","DISTRITO FEDERAL","SUDF"
"AC","PORTO WALTER","DISTRITO FEDERAL","SUDF"
"AC","RIO BRANCO","DISTRITO FEDERAL","SUDF"
"AC","RODRIGUES ALVES","DISTRITO FEDERAL","SUDF"
"AC","SANTA ROSA DO PURUS","DISTRITO FEDERAL","SUDF"
"AC","SENA MADUREIRA","DISTRITO FEDERAL","SUDF"
"AC","SENADOR GUIOMARD","DISTRITO FEDERAL","SUDF"
"AC","TARAUACA","DISTRITO FEDERAL","SUDF"
"AC","XAPURI","DISTRITO FEDERAL","SUDF"
"AL","AGUA BRANCA","PERNAMBUCO","SUPE"
"AL","BELO MONTE","PERNAMBUCO","SUPE"
"AL","CANAPI","PERNAMBUCO","SUPE"
"AL","CARNEIROS","PERNAMBUCO","SUPE"
"AL","DELMIRO GOUVEIA","PERNAMBUCO","SUPE"
"AL","INHAPI","PERNAMBUCO","SUPE"
"AL","MARAVILHA","PERNAMBUCO","SUPE"
"AL","MATA GRANDE","PERNAMBUCO","SUPE"
"AL","OLHO D'AGUA DO CASADO","PERNAMBUCO","SUPE"
"AL","OURO BRANCO","PERNAMBUCO","SUPE"
"AL","PALESTINA","PERNAMBUCO","SUPE"
"AL","PAO DE ACUCAR","PERNAMBUCO","SUPE"
"AL","PARICONHA","PERNAMBUCO","SUPE"
"AL","PIRANHAS","PERNAMBUCO","SUPE"
"AL","POCO DAS TRINCHEIRAS","PERNAMBUCO","SUPE"
"AL","SANTANA DO IPANEMA","PERNAMBUCO","SUPE"
"AL","SAO JOSE DA TAPERA","PERNAMBUCO","SUPE"
"AL","SENADOR RUI PALMEIRA","PERNAMBUCO","SUPE"
"AM","ALVARAES","DISTRITO FEDERAL","SUDF"
"AM","AMATURA","DISTRITO FEDERAL","SUDF"
"AM","ANAMA","DISTRITO FEDERAL","SUDF"
"AM","ANORI","DISTRITO FEDERAL","SUDF"
"AM","APUI","DISTRITO FEDERAL","SUDF"
"AM","ATALAIA DO NORTE","DISTRITO FEDERAL","SUDF"
"AM","AUTAZES","DISTRITO FEDERAL","SUDF"
"AM","BARCELOS","DISTRITO FEDERAL","SUDF"
"AM","BARREIRINHA","DISTRITO FEDERAL","SUDF"
"AM","BENJAMIN CONSTANT","DISTRITO FEDERAL","SUDF"
"AM","BERURI","DISTRITO FEDERAL","SUDF"
"AM","BOA VISTA DO RAMOS","DISTRITO FEDERAL","SUDF"
"AM","BOCA DO ACRE","DISTRITO FEDERAL","SUDF"
"AM","BORBA","DISTRITO FEDERAL","SUDF"
"AM","CAAPIRANGA","DISTRITO FEDERAL","SUDF"
"AM","CANUTAMA","DISTRITO FEDERAL","SUDF"
"AM","CARAUARI","DISTRITO FEDERAL","SUDF"
"AM","CAREIRO","DISTRITO FEDERAL","SUDF"
"AM","CAREIRO DA VARZEA","DISTRITO FEDERAL","SUDF"
"AM","COARI","DISTRITO FEDERAL","SUDF"
"AM","CODAJAS","DISTRITO FEDERAL","SUDF"
"AM","EIRUNEPE","DISTRITO FEDERAL","SUDF"
"AM","ENVIRA","DISTRITO FEDERAL","SUDF"
"AM","FONTE BOA","DISTRITO FEDERAL","SUDF"
"AM","GUAJARA","DISTRITO FEDERAL","SUDF"
"AM","HUMAITA","DISTRITO FEDERAL","SUDF"
"AM","IPIXUNA","DISTRITO FEDERAL","SUDF"
"AM","IRANDUBA","DISTRITO FEDERAL","SUDF"
"AM","ITACOATIARA","DISTRITO FEDERAL","SUDF"
"AM","ITAMARATI","DISTRITO FEDERAL","SUDF"
"AM","ITAPIRANGA","DISTRITO FEDERAL","SUDF"
"AM","JAPURA","DISTRITO FEDERAL","SUDF"
"AM","JURUA","DISTRITO FEDERAL","SUDF"
"AM","JUTAI","DISTRITO FEDERAL","SUDF"
"AM","LABREA","DISTRITO FEDERAL","SUDF"
"AM","MANACAPURU","DISTRITO FEDERAL","SUDF"
"AM","MANAQUIRI","DISTRITO FEDERAL","SUDF"
"AM","MANAUS","DISTRITO FEDERAL","SUDF"
"AM","MANICORE","DISTRITO FEDERAL","SUDF"
"AM","MARAA","DISTRITO FEDERAL","SUDF"
"AM","MAUES","DISTRITO FEDERAL","SUDF"
"AM","NHAMUNDA","DISTRITO FEDERAL","SUDF"
"AM","NOVA OLINDA DO NORTE","DISTRITO FEDERAL","SUDF"
"AM","NOVO AIRAO","DISTRITO FEDERAL","SUDF"
"AM","NOVO ARIPUANA","DISTRITO FEDERAL","SUDF"
"AM","PARINTINS","DISTRITO FEDERAL","SUDF"
"AM","PAUINI","DISTRITO FEDERAL","SUDF"
"AM","PRESIDENTE FIGUEIREDO","DISTRITO FEDERAL","SUDF"
"AM","RIO PRETO DA EVA","DISTRITO FEDERAL","SUDF"
"AM","SANTA ISABEL DO RIO NEGRO","DISTRITO FEDERAL","SUDF"
"AM","SANTO ANTONIO DO ICA","DISTRITO FEDERAL","SUDF"
"AM","SAO GABRIEL DA CACHOEIRA","DISTRITO FEDERAL","SUDF"
"AM","SAO PAULO DE OLIVENCA","DISTRITO FEDERAL","SUDF"
"AM","SAO SEBASTIAO DO UATUMA","DISTRITO FEDERAL","SUDF"
"AM","SILVES","DISTRITO FEDERAL","SUDF"
"AM","TABATINGA","DISTRITO FEDERAL","SUDF"
"AM","TAPAUA","DISTRITO FEDERAL","SUDF"
"AM","TEFE","DISTRITO FEDERAL","SUDF"
"AM","TONANTINS","DISTRITO FEDERAL","SUDF"
"AM","UARINI","DISTRITO FEDERAL","SUDF"
"AM","URUCARA","DISTRITO FEDERAL","SUDF"
"AM","URUCURITUBA","DISTRITO FEDERAL","SUDF"
"BA","ABAIRA","BAHIA","SUBA"
"BA","ABARE","BAHIA","SUBA"
"BA","ACAJUTIBA","BAHIA","SUBA"
"BA","ADUSTINA","BAHIA","SUBA"
"BA","AGUA FRIA","BAHIA","SUBA"
"BA","AIQUARA","BAHIA","SUBA"
"BA","ALAGOINHAS","BAHIA","SUBA"
"BA","ALCOBACA","BAHIA","SUBA"
"BA","ALMADINA","BAHIA","SUBA"
"BA","AMARGOSA","BAHIA","SUBA"
"BA","AMELIA RODRIGUES","BAHIA","SUBA"
"BA","AMERICA DOURADA","BAHIA","SUBA"
"BA","ANAGE","BAHIA","SUBA"
"BA","ANDARAI","BAHIA","SUBA"
"BA","ANDORINHA","BAHIA","SUBA"
"BA","ANGICAL","BAHIA","SUBA"
"BA","ANGUERA","BAHIA","SUBA"
"BA","ANTAS","BAHIA","SUBA"
"BA","ANTONIO CARDOSO","BAHIA","SUBA"
"BA","ANTONIO GONCALVES","BAHIA","SUBA"
"BA","APORA","BAHIA","SUBA"
"BA","APUAREMA","BAHIA","SUBA"
"BA","ARACAS","BAHIA","SUBA"
"BA","ARACATU","BAHIA","SUBA"
"BA","ARACI","BAHIA","SUBA"
"BA","ARAMARI","BAHIA","SUBA"
"BA","ARATACA","BAHIA","SUBA"
"BA","ARATUIPE","BAHIA","SUBA"
"BA","AURELINO LEAL","BAHIA","SUBA"
"BA","BAIANOPOLIS","BAHIA","SUBA"
"BA","BAIXA GRANDE","BAHIA","SUBA"
"BA","BANZAE","BAHIA","SUBA"
"BA","BARRA","BAHIA","SUBA"
"BA","BARRA DA ESTIVA","BAHIA","SUBA"
"BA","BARRA DO CHOCA","BAHIA","SUBA"
"BA","BARRA DO MENDES","BAHIA","SUBA"
"BA","BARRA DO ROCHA","BAHIA","SUBA"
"BA","BARREIRAS","BAHIA","SUBA"
"BA","BARRO ALTO","BAHIA","SUBA"
"BA","BARRO PRETO","BAHIA","SUBA"
"BA","BARROCAS","BAHIA","SUBA"
"BA","BELMONTE","BAHIA","SUBA"
"BA","BELO CAMPO","BAHIA","SUBA"
"BA","BIRITINGA","BAHIA","SUBA"
"BA","BOA NOVA","BAHIA","SUBA"
"BA","BOA VISTA DO TUPIM","BAHIA","SUBA"
"BA","BOM JESUS DA LAPA","BAHIA","SUBA"
"BA","BOM JESUS DA SERRA","BAHIA","SUBA"
"BA","BONINAL","BAHIA","SUBA"
"BA","BONITO","BAHIA","SUBA"
"BA","BOQUIRA","BAHIA","SUBA"
"BA","BOTUPORA","BAHIA","SUBA"
"BA","BREJOES","BAHIA","SUBA"
"BA","BREJOLANDIA","BAHIA","SUBA"
"BA","BROTAS DE MACAUBAS","BAHIA","SUBA"
"BA","BRUMADO","BAHIA","SUBA"
"BA","BUERAREMA","BAHIA","SUBA"
"BA","BURITIRAMA","BAHIA","SUBA"
"BA","CAATIBA","BAHIA","SUBA"
"BA","CABACEIRAS DO PARAGUACU","BAHIA","SUBA"
"BA","CACHOEIRA","BAHIA","SUBA"
"BA","CACULE","BAHIA","SUBA"
"BA","CAEM","BAHIA","SUBA"
"BA","CAETANOS","BAHIA","SUBA"
"BA","CAETITE","BAHIA","SUBA"
"BA","CAFARNAUM","BAHIA","SUBA"
"BA","CAIRU","BAHIA","SUBA"
"BA","CALDEIRAO GRANDE","BAHIA","SUBA"
"BA","CAMACAN","BAHIA","SUBA"
"BA","CAMACARI","BAHIA","SUBA"
"BA","CAMAMU","BAHIA","SUBA"
"BA","CAMPO ALEGRE DE LOURDES","BAHIA","SUBA"
"BA","CAMPO FORMOSO","BAHIA","SUBA"
"BA","CANAPOLIS","BAHIA","SUBA"
"BA","CANARANA","BAHIA","SUBA"
"BA","CANAVIEIRAS","BAHIA","SUBA"
"BA","CANDEAL","BAHIA","SUBA"
"BA","CANDEIAS","BAHIA","SUBA"
"BA","CANDIBA","BAHIA","SUBA"
"BA","CANDIDO SALES","BAHIA","SUBA"
"BA","CANSANCAO","BAHIA","SUBA"
"BA","CANUDOS","BAHIA","SUBA"
"BA","CAPELA DO ALTO ALEGRE","BAHIA","SUBA"
"BA","CAPIM GROSSO","BAHIA","SUBA"
"BA","CARAIBAS","BAHIA","SUBA"
"BA","CARAVELAS","BAHIA","SUBA"
"BA","CARDEAL DA SILVA","BAHIA","SUBA"
"BA","CARINHANHA","BAHIA","SUBA"
"BA","CASA NOVA","BAHIA","SUBA"
"BA","CASTRO ALVES","BAHIA","SUBA"
"BA","CATOLANDIA","BAHIA","SUBA"
"BA","CATU","BAHIA","SUBA"
"BA","CATURAMA","BAHIA","SUBA"
"BA","CENTRAL","BAHIA","SUBA"
"BA","CHORROCHO","BAHIA","SUBA"
"BA","CICERO DANTAS","BAHIA","SUBA"
"BA","CIPO","BAHIA","SUBA"
"BA","COARACI","BAHIA","SUBA"
"BA","COCOS","BAHIA","SUBA"
"BA","CONCEICAO DA FEIRA","BAHIA","SUBA"
"BA","CONCEICAO DO ALMEIDA","BAHIA","SUBA"
"BA","CONCEICAO DO COITE","BAHIA","SUBA"
"BA","CONCEICAO DO JACUIPE","BAHIA","SUBA"
"BA","CONDE","BAHIA","SUBA"
"BA","CONDEUBA","BAHIA","SUBA"
"BA","CONTENDAS DO SINCORA","BAHIA","SUBA"
"BA","CORACAO DE MARIA","BAHIA","SUBA"
"BA","CORDEIROS","BAHIA","SUBA"
"BA","CORIBE","BAHIA","SUBA"
"BA","CORONEL JOAO SA","BAHIA","SUBA"
"BA","CORRENTINA","BAHIA","SUBA"
"BA","COTEGIPE","BAHIA","SUBA"
"BA","CRAVOLANDIA","BAHIA","SUBA"
"BA","CRISOPOLIS","BAHIA","SUBA"
"BA","CRISTOPOLIS","BAHIA","SUBA"
"BA","CRUZ DAS ALMAS","BAHIA","SUBA"
"BA","CURACA","BAHIA","SUBA"
"BA","DARIO MEIRA","BAHIA","SUBA"
"BA","DIAS D'AVILA","BAHIA","SUBA"
"BA","DOM BASILIO","BAHIA","SUBA"
"BA","DOM MACEDO COSTA","BAHIA","SUBA"
"BA","ELISIO MEDRADO","BAHIA","SUBA"
"BA","ENCRUZILHADA","BAHIA","SUBA"
"BA","ENTRE RIOS","BAHIA","SUBA"
"BA","ERICO CARDOSO","BAHIA","SUBA"
"BA","ESPLANADA","BAHIA","SUBA"
"BA","EUCLIDES DA CUNHA","BAHIA","SUBA"
"BA","EUNAPOLIS","BAHIA","SUBA"
"BA","FATIMA","BAHIA","SUBA"
"BA","FEIRA DA MATA","BAHIA","SUBA"
"BA","FEIRA DE SANTANA","BAHIA","SUBA"
"BA","FILADELFIA","BAHIA","SUBA"
"BA","FIRMINO ALVES","BAHIA","SUBA"
"BA","FLORESTA AZUL","BAHIA","SUBA"
"BA","FORMOSA DO RIO PRETO","BAHIA","SUBA"
"BA","GANDU","BAHIA","SUBA"
"BA","GAVIAO","BAHIA","SUBA"
"BA","GENTIO DO OURO","BAHIA","SUBA"
"BA","GLORIA","BAHIA","SUBA"
"BA","GONGOGI","BAHIA","SUBA"
"BA","GOVERNADOR MANGABEIRA","BAHIA","SUBA"
"BA","GUAJERU","BAHIA","SUBA"
"BA","GUANAMBI","BAHIA","SUBA"
"BA","GUARATINGA","BAHIA","SUBA"
"BA","HELIOPOLIS","BAHIA","SUBA"
"BA","IACU","BAHIA","SUBA"
"BA","IBIASSUCE","BAHIA","SUBA"
"BA","IBICARAI","BAHIA","SUBA"
"BA","IBICOARA","BAHIA","SUBA"
"BA","IBICUI","BAHIA","SUBA"
"BA","IBIPEBA","BAHIA","SUBA"
"BA","IBIPITANGA","BAHIA","SUBA"
"BA","IBIQUERA","BAHIA","SUBA"
"BA","IBIRAPITANGA","BAHIA","SUBA"
"BA","IBIRAPUA","BAHIA","SUBA"
"BA","IBIRATAIA","BAHIA","SUBA"
"BA","IBITIARA","BAHIA","SUBA"
"BA","IBITITA","BAHIA","SUBA"
"BA","IBOTIRAMA","BAHIA","SUBA"
"BA","ICHU","BAHIA","SUBA"
"BA","IGAPORA","BAHIA","SUBA"
"BA","IGRAPIUNA","BAHIA","SUBA"
"BA","IGUAI","BAHIA","SUBA"
"BA","ILHEUS","BAHIA","SUBA"
"BA","INHAMBUPE","BAHIA","SUBA"
"BA","IPECAETA","BAHIA","SUBA"
"BA","IPIAU","BAHIA","SUBA"
"BA","IPIRA","BAHIA","SUBA"
"BA","IPUPIARA","BAHIA","SUBA"
"BA","IRAJUBA","BAHIA","SUBA"
"BA","IRAMAIA","BAHIA","SUBA"
"BA","IRAQUARA","BAHIA","SUBA"
"BA","IRARA","BAHIA","SUBA"
"BA","IRECE","BAHIA","SUBA"
"BA","ITABELA","BAHIA","SUBA"
"BA","ITABERABA","BAHIA","SUBA"
"BA","ITABUNA","BAHIA","SUBA"
"BA","ITACARE","BAHIA","SUBA"
"BA","ITAETE","BAHIA","SUBA"
"BA","ITAGI","BAHIA","SUBA"
"BA","ITAGIBA","BAHIA","SUBA"
"BA","ITAGIMIRIM","BAHIA","SUBA"
"BA","ITAGUACU DA BAHIA","BAHIA","SUBA"
"BA","ITAJU DO COLONIA","BAHIA","SUBA"
"BA","ITAJUIPE","BAHIA","SUBA"
"BA","ITAMARAJU","BAHIA","SUBA"
"BA","ITAMARI","BAHIA","SUBA"
"BA","ITAMBE","BAHIA","SUBA"
"BA","ITANAGRA","BAHIA","SUBA"
"BA","ITANHEM","BAHIA","SUBA"
"BA","ITAPARICA","BAHIA","SUBA"
"BA","ITAPE","BAHIA","SUBA"
"BA","ITAPEBI","BAHIA","SUBA"
"BA","ITAPETINGA","BAHIA","SUBA"
"BA","ITAPICURU","BAHIA","SUBA"
"BA","ITAPITANGA","BAHIA","SUBA"
"BA","ITAQUARA","BAHIA","SUBA"
"BA","ITARANTIM","BAHIA","SUBA"
"BA","ITATIM","BAHIA","SUBA"
"BA","ITIRUCU","BAHIA","SUBA"
"BA","ITIUBA","BAHIA","SUBA"
"BA","ITORORO","BAHIA","SUBA"
"BA","ITUACU","BAHIA","SUBA"
"BA","ITUBERA","BAHIA","SUBA"
"BA","IUIU","BAHIA","SUBA"
"BA","JABORANDI","BAHIA","SUBA"
"BA","JACARACI","BAHIA","SUBA"
"BA","JACOBINA","BAHIA","SUBA"
"BA","JAGUAQUARA","BAHIA","SUBA"
"BA","JAGUARARI","BAHIA","SUBA"
"BA","JAGUARIPE","BAHIA","SUBA"
"BA","JANDAIRA","BAHIA","SUBA"
"BA","JEQUIE","BAHIA","SUBA"
"BA","JEREMOABO","BAHIA","SUBA"
"BA","JIQUIRICA","BAHIA","SUBA"
"BA","JITAUNA","BAHIA","SUBA"
"BA","JOAO DOURADO","BAHIA","SUBA"
"BA","JUAZEIRO","BAHIA","SUBA"
"BA","JUCURUCU","BAHIA","SUBA"
"BA","JUSSARA","BAHIA","SUBA"
"BA","JUSSARI","BAHIA","SUBA"
"BA","JUSSIAPE","BAHIA","SUBA"
"BA","LAFAIETE COUTINHO","BAHIA","SUBA"
"BA","LAGOA REAL","BAHIA","SUBA"
"BA","LAJE","BAHIA","SUBA"
"BA","LAJEDAO","BAHIA","SUBA"
"BA","LAJEDINHO","BAHIA","SUBA"
"BA","LAJEDO DO TABOCAL","BAHIA","SUBA"
"BA","LAMARAO","BAHIA","SUBA"
"BA","LAPAO","BAHIA","SUBA"
"BA","LAURO DE FREITAS","BAHIA","SUBA"
"BA","LENCOIS","BAHIA","SUBA"
"BA","LICINIO DE ALMEIDA","BAHIA","SUBA"
"BA","LIVRAMENTO DE NOSSA SENHORA","BAHIA","SUBA"
"BA","LUIS EDUARDO MAGALHAES","BAHIA","SUBA"
"BA","MACAJUBA","BAHIA","SUBA"
"BA","MACARANI","BAHIA","SUBA"
"BA","MACAUBAS","BAHIA","SUBA"
"BA","MACURURE","BAHIA","SUBA"
"BA","MADRE DE DEUS","BAHIA","SUBA"
"BA","MAETINGA","BAHIA","SUBA"
"BA","MAIQUINIQUE","BAHIA","SUBA"
"BA","MAIRI","BAHIA","SUBA"
"BA","MALHADA","BAHIA","SUBA"
"BA","MALHADA DE PEDRAS","BAHIA","SUBA"
"BA","MANOEL VITORINO","BAHIA","SUBA"
"BA","MANSIDAO","BAHIA","SUBA"
"BA","MARACAS","BAHIA","SUBA"
"BA","MARAGOGIPE","BAHIA","SUBA"
"BA","MARAU","BAHIA","SUBA"
"BA","MARCIONILIO SOUZA","BAHIA","SUBA"
"BA","MASCOTE","BAHIA","SUBA"
"BA","MATA DE SAO JOAO","BAHIA","SUBA"
"BA","MATINA","BAHIA","SUBA"
"BA","MEDEIROS NETO","BAHIA","SUBA"
"BA","MIGUEL CALMON","BAHIA","SUBA"
"BA","MILAGRES","BAHIA","SUBA"
"BA","MIRANGABA","BAHIA","SUBA"
"BA","MIRANTE","BAHIA","SUBA"
"BA","MONTE SANTO","BAHIA","SUBA"
"BA","MORPARA","BAHIA","SUBA"
"BA","MORRO DO CHAPEU","BAHIA","SUBA"
"BA","MORTUGABA","BAHIA","SUBA"
"BA","MUCUGE","BAHIA","SUBA"
"BA","MUCURI","BAHIA","SUBA"
"BA","MULUNGU DO MORRO","BAHIA","SUBA"
"BA","MUNDO NOVO","BAHIA","SUBA"
"BA","MUNIZ FERREIRA","BAHIA","SUBA"
"BA","MUQUEM DE SAO FRANCISCO","BAHIA","SUBA"
"BA","MURITIBA","BAHIA","SUBA"
"BA","MUTUIPE","BAHIA","SUBA"
"BA","NAZARE","BAHIA","SUBA"
"BA","NILO PECANHA","BAHIA","SUBA"
"BA","NORDESTINA","BAHIA","SUBA"
"BA","NOVA CANAA","BAHIA","SUBA"
"BA","NOVA FATIMA","BAHIA","SUBA"
"BA","NOVA IBIA","BAHIA","SUBA"
"BA","NOVA ITARANA","BAHIA","SUBA"
"BA","NOVA REDENCAO","BAHIA","SUBA"
"BA","NOVA SOURE","BAHIA","SUBA"
"BA","NOVA VICOSA","BAHIA","SUBA"
"BA","NOVO HORIZONTE","BAHIA","SUBA"
"BA","NOVO TRIUNFO","BAHIA","SUBA"
"BA","OLINDINA","BAHIA","SUBA"
"BA","OLIVEIRA DOS BREJINHOS","BAHIA","SUBA"
"BA","OURICANGAS","BAHIA","SUBA"
"BA","OUROLANDIA","BAHIA","SUBA"
"BA","PALMAS DE MONTE ALTO","BAHIA","SUBA"
"BA","PALMEIRAS","BAHIA","SUBA"
"BA","PARAMIRIM","BAHIA","SUBA"
"BA","PARATINGA","BAHIA","SUBA"
"BA","PARIPIRANGA","BAHIA","SUBA"
"BA","PAU BRASIL","BAHIA","SUBA"
"BA","PAULO AFONSO","BAHIA","SUBA"
"BA","PE DE SERRA","BAHIA","SUBA"
"BA","PEDRAO","BAHIA","SUBA"
"BA","PEDRO ALEXANDRE","BAHIA","SUBA"
"BA","PIATA","BAHIA","SUBA"
"BA","PILAO ARCADO","BAHIA","SUBA"
"BA","PINDAI","BAHIA","SUBA"
"BA","PINDOBACU","BAHIA","SUBA"
"BA","PINTADAS","BAHIA","SUBA"
"BA","PIRAI DO NORTE","BAHIA","SUBA"
"BA","PIRIPA","BAHIA","SUBA"
"BA","PIRITIBA","BAHIA","SUBA"
"BA","PLANALTINO","BAHIA","SUBA"
"BA","PLANALTO","BAHIA","SUBA"
"BA","POCOES","BAHIA","SUBA"
"BA","POJUCA","BAHIA","SUBA"
"BA","PONTO NOVO","BAHIA","SUBA"
"BA","PORTO SEGURO","BAHIA","SUBA"
"BA","POTIRAGUA","BAHIA","SUBA"
"BA","PRADO","BAHIA","SUBA"
"BA","PRESIDENTE DUTRA","BAHIA","SUBA"
"BA","PRESIDENTE JANIO QUADROS","BAHIA","SUBA"
"BA","PRESIDENTE TANCREDO NEVES","BAHIA","SUBA"
"BA","QUEIMADAS","BAHIA","SUBA"
"BA","QUIJINGUE","BAHIA","SUBA"
"BA","QUIXABEIRA","BAHIA","SUBA"
"BA","RAFAEL JAMBEIRO","BAHIA","SUBA"
"BA","REMANSO","BAHIA","SUBA"
"BA","RETIROLANDIA","BAHIA","SUBA"
"BA","RIACHAO DAS NEVES","BAHIA","SUBA"
"BA","RIACHAO DO JACUIPE","BAHIA","SUBA"
"BA","RIACHO DE SANTANA","BAHIA","SUBA"
"BA","RIBEIRA DO AMPARO","BAHIA","SUBA"
"BA","RIBEIRA DO POMBAL","BAHIA","SUBA"
"BA","RIBEIRAO DO LARGO","BAHIA","SUBA"
"BA","RIO DE CONTAS","BAHIA","SUBA"
"BA","RIO DO ANTONIO","BAHIA","SUBA"
"BA","RIO DO PIRES","BAHIA","SUBA"
"BA","RIO REAL","BAHIA","SUBA"
"BA","RODELAS","BAHIA","SUBA"
"BA","RUY BARBOSA","BAHIA","SUBA"
"BA","SALINAS DA MARGARIDA","BAHIA","SUBA"
"BA","SALVADOR","BAHIA","SUBA"
"BA","SANTA BARBARA","BAHIA","SUBA"
"BA","SANTA BRIGIDA","BAHIA","SUBA"
"BA","SANTA CRUZ CABRALIA","BAHIA","SUBA"
"BA","SANTA CRUZ DA VITORIA","BAHIA","SUBA"
"BA","SANTA INES","BAHIA","SUBA"
"BA","SANTA LUZIA","BAHIA","SUBA"
"BA","SANTA MARIA DA VITORIA","BAHIA","SUBA"
"BA","SANTA RITA DE CASSIA","BAHIA","SUBA"
"BA","SANTA TERESINHA","BAHIA","SUBA"
"BA","SANTALUZ","BAHIA","SUBA"
"BA","SANTANA","BAHIA","SUBA"
"BA","SANTANOPOLIS","BAHIA","SUBA"
"BA","SANTO AMARO","BAHIA","SUBA"
"BA","SANTO ANTONIO DE JESUS","BAHIA","SUBA"
"BA","SANTO ESTEVAO","BAHIA","SUBA"
"BA","SAO DESIDERIO","BAHIA","SUBA"
"BA","SAO DOMINGOS","BAHIA","SUBA"
"BA","SAO FELIPE","BAHIA","SUBA"
"BA","SAO FELIX","BAHIA","SUBA"
"BA","SAO FELIX DO CORIBE","BAHIA","SUBA"
"BA","SAO FRANCISCO DO CONDE","BAHIA","SUBA"
"BA","SAO GABRIEL","BAHIA","SUBA"
"BA","SAO GONCALO DOS CAMPOS","BAHIA","SUBA"
"BA","SAO JOSE DA VITORIA","BAHIA","SUBA"
"BA","SAO JOSE DO JACUIPE","BAHIA","SUBA"
"BA","SAO MIGUEL DAS MATAS","BAHIA","SUBA"
"BA","SAO SEBASTIAO DO PASSE","BAHIA","SUBA"
"BA","SAPEACU","BAHIA","SUBA"
"BA","SATIRO DIAS","BAHIA","SUBA"
"BA","SAUBARA","BAHIA","SUBA"
"BA","SAUDE","BAHIA","SUBA"
"BA","SEABRA","BAHIA","SUBA"
"BA","SEBASTIAO LARANJEIRAS","BAHIA","SUBA"
"BA","SENHOR DO BONFIM","BAHIA","SUBA"
"BA","SENTO SE","BAHIA","SUBA"
"BA","SERRA DO RAMALHO","BAHIA","SUBA"
"BA","SERRA DOURADA","BAHIA","SUBA"
"BA","SERRA PRETA","BAHIA","SUBA"
"BA","SERRINHA","BAHIA","SUBA"
"BA","SERROLANDIA","BAHIA","SUBA"
"BA","SIMOES FILHO","BAHIA","SUBA"
"BA","SITIO DO MATO","BAHIA","SUBA"
"BA","SITIO DO QUINTO","BAHIA","SUBA"
"BA","SOBRADINHO","BAHIA","SUBA"
"BA","SOUTO SOARES","BAHIA","SUBA"
"BA","TABOCAS DO BREJO VELHO","BAHIA","SUBA"
"BA","TANHACU","BAHIA","SUBA"
"BA","TANQUE NOVO","BAHIA","SUBA"
"BA","TANQUINHO","BAHIA","SUBA"
"BA","TAPEROA","BAHIA","SUBA"
"BA","TAPIRAMUTA","BAHIA","SUBA"
"BA","TEIXEIRA DE FREITAS","BAHIA","SUBA"
"BA","TEODORO SAMPAIO","BAHIA","SUBA"
"BA","TEOFILANDIA","BAHIA","SUBA"
"BA","TEOLANDIA","BAHIA","SUBA"
"BA","TERRA NOVA","BAHIA","SUBA"
"BA","TREMEDAL","BAHIA","SUBA"
"BA","TUCANO","BAHIA","SUBA"
"BA","UAUA","BAHIA","SUBA"
"BA","UBAIRA","BAHIA","SUBA"
"BA","UBAITABA","BAHIA","SUBA"
"BA","UBATA","BAHIA","SUBA"
"BA","UIBAI","BAHIA","SUBA"
"BA","UMBURANAS","BAHIA","SUBA"
"BA","UNA","BAHIA","SUBA"
"BA","URANDI","BAHIA","SUBA"
"BA","URUCUCA","BAHIA","SUBA"
"BA","UTINGA","BAHIA","SUBA"
"BA","VALENCA","BAHIA","SUBA"
"BA","VALENTE","BAHIA","SUBA"
"BA","VARZEA DA ROCA","BAHIA","SUBA"
"BA","VARZEA DO POCO","BAHIA","SUBA"
"BA","VARZEA NOVA","BAHIA","SUBA"
"BA","VARZEDO","BAHIA","SUBA"
"BA","VERA CRUZ","BAHIA","SUBA"
"BA","VEREDA","BAHIA","SUBA"
"BA","VITORIA DA CONQUISTA","BAHIA","SUBA"
"BA","WAGNER","BAHIA","SUBA"
"BA","WANDERLEY","BAHIA","SUBA"
"BA","WENCESLAU GUIMARAES","BAHIA","SUBA"
"BA","XIQUE-XIQUE","BAHIA","SUBA"
"CE","ABAIARA","PERNAMBUCO","SUPE"
"CE","ACARAPE","PERNAMBUCO","SUPE"
"CE","ACARAU","PERNAMBUCO","SUPE"
"CE","ACOPIARA","PERNAMBUCO","SUPE"
"CE","AIUABA","PERNAMBUCO","SUPE"
"CE","ALCANTARAS","PERNAMBUCO","SUPE"
