CNPJ;MUNICIPIO;UF;UNIDADE;SUCURSAL;UNIDADEECAD
13698766000133;MONTE SANTO;BA;BAHIA;SUBA;BAHIA
13798574000107;MORPARA;BA;BAHIA;SUBA;BAHIA
13717517000148;MORRO DO CHAPEU;BA;BAHIA;SUBA;BAHIA
13677687000146;MORTUGABA;BA;BAHIA;SUBA;BAHIA
13922562000134;MUCUGE;BA;BAHIA;SUBA;BAHIA
13761705000173;MUCURI;BA;BAHIA;SUBA;BAHIA
16445876000181;MULUNGU DO MORRO;BA;BAHIA;SUBA;BAHIA
13795380000140;MUNDO NOVO;BA;BAHIA;SUBA;BAHIA
13796461000164;MUNIZ FERREIRA;BA;BAHIA;SUBA;BAHIA
;MUQUEM DE SAO FRANCISCO;BA;BAHIA;SUBA;BAHIA
13828504000146;MURITIBA;BA;BAHIA;SUBA;BAHIA
13827035000140;MUTUIPE;BA;BAHIA;SUBA;BAHIA
13797188000192;NAZARE;BA;BAHIA;SUBA;BAHIA
13758313000155;NILO PECANHA;BA;BAHIA;SUBA;BAHIA
13347539000163;NORDESTINA;BA;BAHIA;SUBA;BAHIA
13858675000118;NOVA CANAA;BA;BAHIA;SUBA;BAHIA
16444069000144;NOVA FATIMA;BA;BAHIA;SUBA;BAHIA
32697583000148;NOVA IBIA;BA;BAHIA;SUBA;BAHIA
13892187000127;NOVA ITARANA;BA;BAHIA;SUBA;BAHIA
16245334000165;NOVA REDENCAO;BA;BAHIA;SUBA;BAHIA
13904420000144;NOVA SOURE;BA;BAHIA;SUBA;BAHIA
13761531000149;NOVA VICOSA;BA;BAHIA;SUBA;BAHIA
16255077000142;NOVO HORIZONTE;BA;BAHIA;SUBA;BAHIA
16298945000171;NOVO TRIUNFO;BA;BAHIA;SUBA;BAHIA
13647854000106;OLINDINA;BA;BAHIA;SUBA;BAHIA
13798905000109;OLIVEIRA DOS BREJINHOS;BA;BAHIA;SUBA;BAHIA
13648043000120;OURICANGAS;BA;BAHIA;SUBA;BAHIA
16444150000124;OUROLANDIA;BA;BAHIA;SUBA;BAHIA
13982590000147;PALMAS DE MONTE ALTO;BA;BAHIA;SUBA;BAHIA
13922638000121;PALMEIRAS;BA;BAHIA;SUBA;BAHIA
13675491000112;PARAMIRIM;BA;BAHIA;SUBA;BAHIA
14105225000117;PARATINGA;BA;BAHIA;SUBA;BAHIA
14215826000182;PARIPIRANGA;BA;BAHIA;SUBA;BAHIA
13682299000153;PAU BRASIL;BA;BAHIA;SUBA;BAHIA
14217327000124;PAULO AFONSO;BA;BAHIA;SUBA;BAHIA
13232913000185;PE DE SERRA;BA;BAHIA;SUBA;BAHIA
13648241000193;PEDRAO;BA;BAHIA;SUBA;BAHIA
14216238000163;PEDRO ALEXANDRE;BA;BAHIA;SUBA;BAHIA
13675681000130;PIATA;BA;BAHIA;SUBA;BAHIA
13692033000191;PILAO ARCADO;BA;BAHIA;SUBA;BAHIA
13982624000101;PINDAI;BA;BAHIA;SUBA;BAHIA
13908710000166;PINDOBACU;BA;BAHIA;SUBA;BAHIA
13896725000151;PINTADAS;BA;BAHIA;SUBA;BAHIA
13071220000158;PIRAI DO NORTE;BA;BAHIA;SUBA;BAHIA
13694658000192;PIRIPA;BA;BAHIA;SUBA;BAHIA
13795786000122;PIRITIBA;BA;BAHIA;SUBA;BAHIA
13769021000118;PLANALTINO;BA;BAHIA;SUBA;BAHIA
13858907000138;PLANALTO;BA;BAHIA;SUBA;BAHIA
14242200000165;POCOES;BA;BAHIA;SUBA;BAHIA
13806237000106;POJUCA;BA;BAHIA;SUBA;BAHIA
16444143000122;PONTO NOVO;BA;BAHIA;SUBA;BAHIA
13635016000112;PORTO SEGURO;BA;BAHIA;SUBA;BAHIA
13752191000190;POTIRAGUA;BA;BAHIA;SUBA;BAHIA
13761713000110;PRADO;BA;BAHIA;SUBA;BAHIA
13717798000139;PRESIDENTE DUTRA;BA;BAHIA;SUBA;BAHIA
14120539000199;PRESIDENTE JANIO QUADROS;BA;BAHIA;SUBA;BAHIA
13071253000106;PRESIDENTE TANCREDO NEVES;BA;BAHIA;SUBA;BAHIA
14218952000190;QUEIMADAS;BA;BAHIA;SUBA;BAHIA
13698782000126;QUIJINGUE;BA;BAHIA;SUBA;BAHIA
16443723000103;QUIXABEIRA;BA;BAHIA;SUBA;BAHIA
13195862000169;RAFAEL JAMBEIRO;BA;BAHIA;SUBA;BAHIA
13909247000177;REMANSO;BA;BAHIA;SUBA;BAHIA
13844220000143;RETIROLANDIA;BA;BAHIA;SUBA;BAHIA
14100747000126;RIACHAO DAS NEVES;BA;BAHIA;SUBA;BAHIA
14043269000160;RIACHAO DO JACUIPE;BA;BAHIA;SUBA;BAHIA
14105191000160;RIACHO DE SANTANA;BA;BAHIA;SUBA;BAHIA
13809405000117;RIBEIRA DO AMPARO;BA;BAHIA;SUBA;BAHIA
13809397000109;RIBEIRA DO POMBAL;BA;BAHIA;SUBA;BAHIA
16418683000131;RIBEIRAO DO LARGO;BA;BAHIA;SUBA;BAHIA
14263859000106;RIO DE CONTAS;BA;BAHIA;SUBA;BAHIA
13678008000153;RIO DO ANTONIO;BA;BAHIA;SUBA;BAHIA
13783279000179;RIO DO PIRES;BA;BAHIA;SUBA;BAHIA
15088800000183;RIO REAL;BA;BAHIA;SUBA;BAHIA
14217350000119;RODELAS;BA;BAHIA;SUBA;BAHIA
13810833000160;RUY BARBOSA;BA;BAHIA;SUBA;BAHIA
13743281000114;SALINAS DA MARGARIDA;BA;BAHIA;SUBA;BAHIA
13927801000300;SALVADOR;BA;BAHIA;SUBA;BAHIA
13626908000157;SANTA BARBARA;BA;BAHIA;SUBA;BAHIA
14217368000110;SANTA BRIGIDA;BA;BAHIA;SUBA;BAHIA
13635008000176;SANTA CRUZ CABRALIA;BA;BAHIA;SUBA;BAHIA
14147912000103;SANTA CRUZ DA VITORIA;BA;BAHIA;SUBA;BAHIA
14199921000130;SANTA INES;BA;BAHIA;SUBA;BAHIA
13269634000196;SANTA LUZIA;BA;BAHIA;SUBA;BAHIA
13912506000119;SANTA MARIA DA VITORIA;BA;BAHIA;SUBA;BAHIA
13880711000140;SANTA RITA DE CASSIA;BA;BAHIA;SUBA;BAHIA
13693650000101;SANTA TERESINHA;BA;BAHIA;SUBA;BAHIA
13807870000119;SANTALUZ;BA;BAHIA;SUBA;BAHIA
13913140000100;SANTANA;BA;BAHIA;SUBA;BAHIA
13627062000170;SANTANOPOLIS;BA;BAHIA;SUBA;BAHIA
14222566000172;SANTO AMARO;BA;BAHIA;SUBA;BAHIA
13825476000103;SANTO ANTONIO DE JESUS;BA;BAHIA;SUBA;BAHIA
14042667000161;SANTO ESTEVAO;BA;BAHIA;SUBA;BAHIA
13655436000160;SAO DESIDERIO;BA;BAHIA;SUBA;BAHIA
16435547000150;SAO DOMINGOS;BA;BAHIA;SUBA;BAHIA
13827027000102;SAO FELIPE;BA;BAHIA;SUBA;BAHIA
13828389000100;SAO FELIX;BA;BAHIA;SUBA;BAHIA
16430951000130;SAO FELIX DO CORIBE;BA;BAHIA;SUBA;BAHIA
13830823000196;SAO FRANCISCO DO CONDE;BA;BAHIA;SUBA;BAHIA
13891544000132;SAO GABRIEL;BA;BAHIA;SUBA;BAHIA
14060602000149;SAO GONCALO DOS CAMPOS;BA;BAHIA;SUBA;BAHIA
16429268000183;SAO JOSE DA VITORIA;BA;BAHIA;SUBA;BAHIA
16443632000160;SAO JOSE DO JACUIPE;BA;BAHIA;SUBA;BAHIA
13825500000104;SAO MIGUEL DAS MATAS;BA;BAHIA;SUBA;BAHIA
13831441000187;SAO SEBASTIAO DO PASSE;BA;BAHIA;SUBA;BAHIA
13696257000171;SAPEACU;BA;BAHIA;SUBA;BAHIA
13648480000143;SATIRO DIAS;BA;BAHIA;SUBA;BAHIA
13040233000160;SAUBARA;BA;BAHIA;SUBA;BAHIA
14197628000133;SAUDE;BA;BAHIA;SUBA;BAHIA
13922604000137;SEABRA;BA;BAHIA;SUBA;BAHIA
13982616000157;SEBASTIAO LARANJEIRAS;BA;BAHIA;SUBA;BAHIA
13988308000139;SENHOR DO BONFIM;BA;BAHIA;SUBA;BAHIA
13692736000110;SENTO SE;BA;BAHIA;SUBA;BAHIA
16417784000198;SERRA DO RAMALHO;BA;BAHIA;SUBA;BAHIA
14222277000173;SERRA DOURADA;BA;BAHIA;SUBA;BAHIA
13627823000193;SERRA PRETA;BA;BAHIA;SUBA;BAHIA
08144792000180;SERRINHA;BA;BAHIA;SUBA;BAHIA
14196703000141;SERROLANDIA;BA;BAHIA;SUBA;BAHIA
13927827000197;SIMOES FILHO;BA;BAHIA;SUBA;BAHIA
16417792000134;SITIO DO MATO;BA;BAHIA;SUBA;BAHIA
13452958000165;SITIO DO QUINTO;BA;BAHIA;SUBA;BAHIA
16444804000110;SOBRADINHO;BA;BAHIA;SUBA;BAHIA
13922554000198;SOUTO SOARES;BA;BAHIA;SUBA;BAHIA
13655659000128;TABOCAS DO BREJO VELHO;BA;BAHIA;SUBA;BAHIA
13676309000148;TANHACU;BA;BAHIA;SUBA;BAHIA
13225131000119;TANQUE NOVO;BA;BAHIA;SUBA;BAHIA
13627997000156;TANQUINHO;BA;BAHIA;SUBA;BAHIA
13850342000142;TAPEROA;BA;BAHIA;SUBA;BAHIA
13796016000102;TAPIRAMUTA;BA;BAHIA;SUBA;BAHIA
13650403000128;TEIXEIRA DE FREITAS;BA;BAHIA;SUBA;BAHIA
13824248000119;TEODORO SAMPAIO;BA;BAHIA;SUBA;BAHIA
13845466000130;TEOFILANDIA;BA;BAHIA;SUBA;BAHIA
14196042000154;TEOLANDIA;BA;BAHIA;SUBA;BAHIA
13824511000170;TERRA NOVA;BA;BAHIA;SUBA;BAHIA
14243463000199;TREMEDAL;BA;BAHIA;SUBA;BAHIA
13810312000102;TUCANO;BA;BAHIA;SUBA;BAHIA
13698758000197;UAUA;BA;BAHIA;SUBA;BAHIA
13910690000168;UBAIRA;BA;BAHIA;SUBA;BAHIA
16137309000168;UBAITABA;BA;BAHIA;SUBA;BAHIA
14235253000159;UBATA;BA;BAHIA;SUBA;BAHIA
14140701000130;UIBAI;BA;BAHIA;SUBA;BAHIA
16449902000140;UMBURANAS;BA;BAHIA;SUBA;BAHIA
13672605000170;UNA;BA;BAHIA;SUBA;BAHIA
13982632000140;URANDI;BA;BAHIA;SUBA;BAHIA
14160378000167;URUCUCA;BA;BAHIA;SUBA;BAHIA
13811807000156;UTINGA;BA;BAHIA;SUBA;BAHIA
14235899000136;VALENCA;BA;BAHIA;SUBA;BAHIA
13845896000151;VALENTE;BA;BAHIA;SUBA;BAHIA
13896758000100;VARZEA DA ROCA;BA;BAHIA;SUBA;BAHIA
13913389000108;VARZEA DO POCO;BA;BAHIA;SUBA;BAHIA
13231006000111;VARZEA NOVA;BA;BAHIA;SUBA;BAHIA
13460266000169;VARZEDO;BA;BAHIA;SUBA;BAHIA
13891130000103;VERA CRUZ;BA;BAHIA;SUBA;BAHIA
16412017000196;VEREDA;BA;BAHIA;SUBA;BAHIA
14239578000100;VITORIA DA CONQUISTA;BA;BAHIA;SUBA;BAHIA
14694517000132;WAGNER;BA;BAHIA;SUBA;BAHIA
13348479000101;WANDERLEY;BA;BAHIA;SUBA;BAHIA
13758842000159;WENCESLAU GUIMARAES;BA;BAHIA;SUBA;BAHIA
13880257000127;XIQUE-XIQUE;BA;BAHIA;SUBA;BAHIA
07411531000116;ABAIARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23555170000138;ACARAPE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07547821000191;ACARAU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07847379000119;ACOPIARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07568231000145;AIUABA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598626000190;ALCANTARAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07385503000171;ALTANEIRA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07891666000126;ALTO SANTO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06582449000191;AMONTADA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07594500000148;ANTONINA DO NORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07438468000101;APUIARES;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07911696000157;AQUIRAZ;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07684756000146;ARACATI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07387392000132;ARACOIABA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23718356000160;ARARENDA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07539984000122;ARARIPE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07387525000170;ARATUBA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06748297000154;ARNEIROZ;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07587983000153;ASSARE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07978042000140;AURORA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07520224000173;BAIXIO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23444672000191;BANABUIU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06740278000181;BARBALHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12459632000105;BARREIRA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07620396000119;BARRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23478597000180;BARROQUINHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07387343000108;BATURITE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07528292000189;BEBERIBE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07566045000177;BELA CRUZ;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07963515000136;BOA VIAGEM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07620701000172;BREJO SANTO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07660350000123;CAMOCIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07416704000199;CAMPOS SALES;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07963259000187;CANINDE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07063589000116;CAPISTRANO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07707094000182;CARIDADE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598600000142;CARIRE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06738132000100;CARIRIACU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07540180000143;CARIUS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07732670000222;CARNAUBAL;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07589369000120;CASCAVEL;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07540925000174;CATARINA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
35049097000101;CATUNDA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07616162000106;CAUCAIA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07812241000184;CEDRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07146301000177;CHAVAL;CE;PERNAMBUCO;SUPE;PERNAMBUCO
63386627000142;CHORO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23555279000175;CHOROZINHO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598618000144;COREAU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07982036000167;CRATEUS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07587975000107;CRATO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10462349000107;CROATA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07663917000115;CRUZ;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12464103000191;DEPUTADO IRAPUAN PINHEIRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12465068000125;ERERE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23563067000130;EUSEBIO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07595572000100;FARIAS BRITO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07673106000103;FORQUILHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07954605000160;FORTALEZA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
35050756000120;FORTIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598592000134;FRECHEIRINHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07438591000122;GENERAL SAMPAIO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23467889000117;GRACA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07827165000180;GRANJA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
41342098000142;GRANJEIRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598709000180;GROAIRAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12359535000132;GUAIUBA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07569205000131;GUARACIABA DO NORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07606478000109;GUARAMIRANGA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07707680000127;HIDROLANDIA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23555196000186;HORIZONTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23444680000138;IBARETAMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07523186000102;IBIAPINA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12461646000155;IBICUITINGA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10393593000157;ICAPUI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07669682000179;ICO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07810468000190;IGUATU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07982028000110;INDEPENDENCIA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10462364000147;IPAPORANGA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07520141000184;IPAUMIRIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07679723000108;IPU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07680846000169;IPUEIRAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07891658000180;IRACEMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07683188000169;IRAUCUBA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07403769000108;ITAICABA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
41563628000182;ITAITINGA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07683956000184;ITAPAJE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07623077000167;ITAPIPOCA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07387509000188;ITAPIUNA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07663941000154;ITAREMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07963739000148;ITATIRA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07442825000105;JAGUARETAMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07442981000176;JAGUARIBARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07443708000166;JAGUARIBE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07615750000117;JAGUARUANA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07391006000186;JARDIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07413255000125;JATI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23718034000111;JIJOCA DE JERICOACOARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07974082000114;JUAZEIRO DO NORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07541279000160;JUCAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07609621000116;LAVRAS DA MANGABEIRA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07891674000172;LIMOEIRO DO NORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10508935000137;MADALENA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07605850000162;MARACANAU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07963051000168;MARANGUAPE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07566516000147;MARCO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07661192000126;MARTINOPOLE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598691000116;MASSAPE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07655269000155;MAURITI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598683000170;MERUOCA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07655277000100;MILAGRES;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06741565000106;MILHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10517563000105;MIRAIMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07977044000115;MISSAO VELHA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07736390000101;MOMBACA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07693989000105;MONSENHOR TABOSA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07782840000100;MORADA NOVA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598675000123;MORAUJO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07566920000110;MORRINHOS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07733793000105;MUCAMBO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07910730000179;MULUNGU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07536444000195;NOVA OLINDA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07993439000101;NOVA RUSSAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07982010000119;NOVO ORIENTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12459616000104;OCARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07670821000184;OROS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07384407000109;PACAJUS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07963861000114;PACATUBA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07910755000172;PACOTI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07734148000107;PACUJA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07488679000159;PALHANO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07711666000105;PALMACIA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07592298000115;PARACURU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10380608000142;PARAIPABA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07731102000126;PARAMBU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07711963000142;PARAMOTI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07726540000104;PEDRA BRANCA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07414931000185;PENAFORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07682651000158;PENTECOSTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07570518000100;PEREIRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23563448000119;PINDORETAMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07738057000131;PIQUET CARNEIRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10462208000186;PIRES FERREIRA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07438187000159;PORANGA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07654114000102;PORTEIRAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07658917000127;POTENGI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12461653000157;POTIRETAMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07551179000114;QUITERIANOPOLIS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23444748000189;QUIXADA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06742480000142;QUIXELO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07744303000168;QUIXERAMOBIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07807191000147;QUIXERE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07756646000142;REDENCAO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598667000187;RERIUTABA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07535446000160;RUSSAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07811946000187;SABOEIRO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12464491000100;SALITRE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07725138000105;SANTA QUITERIA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598659000130;SANTANA DO ACARAU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07597347000102;SANTANA DO CARIRI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07778129000174;SAO BENEDITO;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07533656000119;SAO GONCALO DO AMARANTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07891690000165;SAO JOAO DO JAGUARIBE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07623051000119;SAO LUIS DO CURU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07728421000182;SENADOR POMPEU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598642000183;SENADOR SA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07598634000137;SOBRAL;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07733256000157;SOLONOPOLE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07891682000119;TABULEIRO DO NORTE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07705817000104;TAMBORIL;CE;PERNAMBUCO;SUPE;PERNAMBUCO
12464301000155;TARRAFAS;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07849532000147;TAUA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
23489834000108;TEJUCUOCA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07735178000120;TIANGUA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07533946000162;TRAIRI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10517878000152;TURURU;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07735541000107;UBAJARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07520372000198;UMARI;CE;PERNAMBUCO;SUPE;PERNAMBUCO
06582464000130;UMIRIM;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07623069000110;URUBURETAMA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07667926000184;URUOCA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07673114000141;VARJOTA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
07539273000158;VARZEA ALEGRE;CE;PERNAMBUCO;SUPE;PERNAMBUCO
10462497000113;VICOSA DO CEARA;CE;PERNAMBUCO;SUPE;PERNAMBUCO
;AGUA QUENTE;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;AGUAS CLARAS;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;ARAPOANGA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;ARNIQUEIRA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
00394601000126;BRASILIA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;BRAZLANDIA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;CANDANGOLANDIA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;CEILANDIA;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;CRUZEIRO;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
;FERCAL;DF;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
