CNPJ;MUNICIPIO;UF;UNIDADE;SUCURSAL;UNIDADEECAD
84306737000127;ACRELANDIA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04045993000179;ASSIS BRASIL;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04508933000145;BRASILEIA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306620000143;BUJARI;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306604000150;CAPIXABA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04012548000102;CRUZEIRO DO SUL;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306588000104;EPITACIOLANDIA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04005179000120;FEIJO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306497000160;JORDAO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04059671000189;MANCIO LIMA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04051207000146;MANOEL URBANO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306463000176;MARECHAL THAUMATURGO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04076733000160;PLACIDO DE CASTRO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306661000130;PORTO ACRE;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
63603625000168;PORTO WALTER;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04034583000122;RIO BRANCO;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306455000120;RODRIGUES ALVES;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
84306521000161;SANTA ROSA DO PURUS;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04513362000137;SENA MADUREIRA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04077251000125;SENADOR GUIOMARD;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
34693564000179;TARAUACA;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04018560000124;XAPURI;AC;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
12350153000148;AGUA BRANCA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12250163000101;BELO MONTE;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12367892000142;CANAPI;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12250684000169;CARNEIROS;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12224895000127;DELMIRO GOUVEIA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12226197000160;INHAPI;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12251286000167;MARAVILHA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12226205000179;MATA GRANDE;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12350146000146;OLHO D'AGUA DO CASADO;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12258141000198;OURO BRANCO;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12369872000100;PALESTINA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12369880000157;PAO DE ACUCAR;AL;PERNAMBUCO;SUPE;PERNAMBUCO
35634435000172;PARICONHA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12225546000120;PIRANHAS;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12259040000131;POCO DAS TRINCHEIRAS;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12250916000189;SANTANA DO IPANEMA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12261228000114;SAO JOSE DA TAPERA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
12421137000107;SENADOR RUI PALMEIRA;AL;PERNAMBUCO;SUPE;PERNAMBUCO
04628335000100;ALVARAES;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628723000190;AMATURA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628020000162;ANAMA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04262762000117;ANORI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
22812960000199;APUI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530713000118;ATALAIA DO NORTE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04477642000137;AUTAZES;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04271037000105;BARCELOS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
06217954000137;BARREIRINHA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04243978000135;BENJAMIN CONSTANT;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628111000106;BERURI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04629283000196;BOA VISTA DO RAMOS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
15811318000120;BOCA DO ACRE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04477568000159;BORBA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628046000100;CAAPIRANGA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04247441000143;CANUTAMA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530044000184;CARAUARI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04332995000149;CAREIRO;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
23006331000134;CAREIRO DA VARZEA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04262432000121;COARI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04263331000175;CODAJAS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04190765000192;EIRUNEPE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530895000127;ENVIRA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530101000125;FONTE BOA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
22812242000112;GUAJARA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04465209000181;HUMAITA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04191078000191;IPIXUNA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628533000173;IRANDUBA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04241980000175;ITACOATIARA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628376000104;ITAMARATI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04495644000159;ITAPIRANGA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04505509000147;JAPURA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04588596000143;JURUA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04285896000153;JUTAI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
05830872000109;LABREA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04274064000131;MANACAPURU;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04641551000195;MANAQUIRI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04365326000173;MANAUS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04197166000109;MANICORE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04505640000104;MARAA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04282869000127;MAUES;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04283578000153;NHAMUNDA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04477600000104;NOVA OLINDA DO NORTE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04533113000103;NOVO AIRAO;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04278818000121;NOVO ARIPUANA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04329736000169;PARINTINS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530135000110;PAUINI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628681000198;PRESIDENTE FIGUEIREDO;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04629697000115;RIO PRETO DA EVA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04194239000109;SANTA ISABEL DO RIO NEGRO;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04532057000192;SANTO ANTONIO DO ICA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04272670000118;SAO GABRIEL DA CACHOEIRA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
05829577000124;SAO PAULO DE OLIVENCA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628418000107;SAO SEBASTIAO DO UATUMA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04477634000190;SILVES;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04011805000191;TABATINGA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04530390000162;TAPAUA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04426383000115;TEFE;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04628608000116;TONANTINS;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04647079000106;UARINI;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04477782000105;URUCARA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
04502571000185;URUCURITUBA;AM;DISTRITO FEDERAL;SUDF;DISTRITO FEDERAL
13670021000166;ABAIRA;BA;BAHIA;SUBA;BAHIA
13915657000120;ABARE;BA;BAHIA;SUBA;BAHIA
13696521000177;ACAJUTIBA;BA;BAHIA;SUBA;BAHIA
16298929000189;ADUSTINA;BA;BAHIA;SUBA;BAHIA
13606702000165;AGUA FRIA;BA;BAHIA;SUBA;BAHIA
13769609000171;AIQUARA;BA;BAHIA;SUBA;BAHIA
13646005000138;ALAGOINHAS;BA;BAHIA;SUBA;BAHIA
13761721000166;ALCOBACA;BA;BAHIA;SUBA;BAHIA
14147466000129;ALMADINA;BA;BAHIA;SUBA;BAHIA
13825484000150;AMARGOSA;BA;BAHIA;SUBA;BAHIA
13607213000128;AMELIA RODRIGUES;BA;BAHIA;SUBA;BAHIA
13891536000196;AMERICA DOURADA;BA;BAHIA;SUBA;BAHIA
13906409000113;ANAGE;BA;BAHIA;SUBA;BAHIA
13922570000180;ANDARAI;BA;BAHIA;SUBA;BAHIA
16448870000168;ANDORINHA;BA;BAHIA;SUBA;BAHIA
13654421000188;ANGICAL;BA;BAHIA;SUBA;BAHIA
13607346000102;ANGUERA;BA;BAHIA;SUBA;BAHIA
13808217000174;ANTAS;BA;BAHIA;SUBA;BAHIA
13607494000119;ANTONIO CARDOSO;BA;BAHIA;SUBA;BAHIA
13908728000168;ANTONIO GONCALVES;BA;BAHIA;SUBA;BAHIA
13646542000188;APORA;BA;BAHIA;SUBA;BAHIA
16434292000100;APUAREMA;BA;BAHIA;SUBA;BAHIA
16131088000110;ARACAS;BA;BAHIA;SUBA;BAHIA
14105712000180;ARACATU;BA;BAHIA;SUBA;BAHIA
14232086000192;ARACI;BA;BAHIA;SUBA;BAHIA
13646740000141;ARAMARI;BA;BAHIA;SUBA;BAHIA
13658158000103;ARATACA;BA;BAHIA;SUBA;BAHIA
13796073000183;ARATUIPE;BA;BAHIA;SUBA;BAHIA
16137291000102;AURELINO LEAL;BA;BAHIA;SUBA;BAHIA
13654413000131;BAIANOPOLIS;BA;BAHIA;SUBA;BAHIA
13794912000124;BAIXA GRANDE;BA;BAHIA;SUBA;BAHIA
16298614000131;BANZAE;BA;BAHIA;SUBA;BAHIA
13880703000101;BARRA;BA;BAHIA;SUBA;BAHIA
13670658000152;BARRA DA ESTIVA;BA;BAHIA;SUBA;BAHIA
13906789000196;BARRA DO CHOCA;BA;BAHIA;SUBA;BAHIA
13702238000100;BARRA DO MENDES;BA;BAHIA;SUBA;BAHIA
14234850000169;BARRA DO ROCHA;BA;BAHIA;SUBA;BAHIA
13654405000195;BARREIRAS;BA;BAHIA;SUBA;BAHIA
02355675000189;BARRO ALTO;BA;BAHIA;SUBA;BAHIA
14147458000182;BARRO PRETO;BA;BAHIA;SUBA;BAHIA
04216287000142;BARROCAS;BA;BAHIA;SUBA;BAHIA
13634977000102;BELMONTE;BA;BAHIA;SUBA;BAHIA
14237333000143;BELO CAMPO;BA;BAHIA;SUBA;BAHIA
13835558000139;BIRITINGA;BA;BAHIA;SUBA;BAHIA
13894894000152;BOA NOVA;BA;BAHIA;SUBA;BAHIA
13718176000125;BOA VISTA DO TUPIM;BA;BAHIA;SUBA;BAHIA
14105183000114;BOM JESUS DA LAPA;BA;BAHIA;SUBA;BAHIA
16418709000141;BOM JESUS DA SERRA;BA;BAHIA;SUBA;BAHIA
13922612000183;BONINAL;BA;BAHIA;SUBA;BAHIA
16245375000151;BONITO;BA;BAHIA;SUBA;BAHIA
13780770000146;BOQUIRA;BA;BAHIA;SUBA;BAHIA
13782479000107;BOTUPORA;BA;BAHIA;SUBA;BAHIA
14197768000101;BREJOES;BA;BAHIA;SUBA;BAHIA
13654439000180;BREJOLANDIA;BA;BAHIA;SUBA;BAHIA
13797600000174;BROTAS DE MACAUBAS;BA;BAHIA;SUBA;BAHIA
14105704000133;BRUMADO;BA;BAHIA;SUBA;BAHIA
13721188000109;BUERAREMA;BA;BAHIA;SUBA;BAHIA
13234000000106;BURITIRAMA;BA;BAHIA;SUBA;BAHIA
13856372000166;CAATIBA;BA;BAHIA;SUBA;BAHIA
13866892000150;CABACEIRAS DO PARAGUACU;BA;BAHIA;SUBA;BAHIA
13828397000156;CACHOEIRA;BA;BAHIA;SUBA;BAHIA
13676788000100;CACULE;BA;BAHIA;SUBA;BAHIA
13913348000111;CAEM;BA;BAHIA;SUBA;BAHIA
16418717000198;CAETANOS;BA;BAHIA;SUBA;BAHIA
13811476000154;CAETITE;BA;BAHIA;SUBA;BAHIA
13714142000162;CAFARNAUM;BA;BAHIA;SUBA;BAHIA
14235907000144;CAIRU;BA;BAHIA;SUBA;BAHIA
13913355000113;CALDEIRAO GRANDE;BA;BAHIA;SUBA;BAHIA
13682398000135;CAMACAN;BA;BAHIA;SUBA;BAHIA
14109763000180;CAMACARI;BA;BAHIA;SUBA;BAHIA
13753306000160;CAMAMU;BA;BAHIA;SUBA;BAHIA
14117329000141;CAMPO ALEGRE DE LOURDES;BA;BAHIA;SUBA;BAHIA
13908702000110;CAMPO FORMOSO;BA;BAHIA;SUBA;BAHIA
13812144000194;CANAPOLIS;BA;BAHIA;SUBA;BAHIA
11457534000168;CANARANA;BA;BAHIA;SUBA;BAHIA
13817804000120;CANAVIEIRAS;BA;BAHIA;SUBA;BAHIA
13607635000101;CANDEAL;BA;BAHIA;SUBA;BAHIA
13830336000123;CANDEIAS;BA;BAHIA;SUBA;BAHIA
13982608000100;CANDIBA;BA;BAHIA;SUBA;BAHIA
13857123000195;CANDIDO SALES;BA;BAHIA;SUBA;BAHIA
13806567000100;CANSANCAO;BA;BAHIA;SUBA;BAHIA
13343967000118;CANUDOS;BA;BAHIA;SUBA;BAHIA
13897111000194;CAPELA DO ALTO ALEGRE;BA;BAHIA;SUBA;BAHIA
13230982000150;CAPIM GROSSO;BA;BAHIA;SUBA;BAHIA
16418766000120;CARAIBAS;BA;BAHIA;SUBA;BAHIA
13761689000119;CARAVELAS;BA;BAHIA;SUBA;BAHIA
14126254000165;CARDEAL DA SILVA;BA;BAHIA;SUBA;BAHIA
14105209000124;CARINHANHA;BA;BAHIA;SUBA;BAHIA
13691811000128;CASA NOVA;BA;BAHIA;SUBA;BAHIA
13693122000152;CASTRO ALVES;BA;BAHIA;SUBA;BAHIA
13654447000126;CATOLANDIA;BA;BAHIA;SUBA;BAHIA
13800685000100;CATU;BA;BAHIA;SUBA;BAHIA
16257719000142;CATURAMA;BA;BAHIA;SUBA;BAHIA
14136816000151;CENTRAL;BA;BAHIA;SUBA;BAHIA
13915665000177;CHORROCHO;BA;BAHIA;SUBA;BAHIA
13808613000100;CICERO DANTAS;BA;BAHIA;SUBA;BAHIA
13808936000195;CIPO;BA;BAHIA;SUBA;BAHIA
14147474000175;COARACI;BA;BAHIA;SUBA;BAHIA
14222012000175;COCOS;BA;BAHIA;SUBA;BAHIA
13828371000108;CONCEICAO DA FEIRA;BA;BAHIA;SUBA;BAHIA
13695028000132;CONCEICAO DO ALMEIDA;BA;BAHIA;SUBA;BAHIA
13843842000157;CONCEICAO DO COITE;BA;BAHIA;SUBA;BAHIA
14222574000119;CONCEICAO DO JACUIPE;BA;BAHIA;SUBA;BAHIA
14126692000123;CONDE;BA;BAHIA;SUBA;BAHIA
13694138000180;CONDEUBA;BA;BAHIA;SUBA;BAHIA
14106553000138;CONTENDAS DO SINCORA;BA;BAHIA;SUBA;BAHIA
13883996000172;CORACAO DE MARIA;BA;BAHIA;SUBA;BAHIA
13694468000175;CORDEIROS;BA;BAHIA;SUBA;BAHIA
13912084000181;CORIBE;BA;BAHIA;SUBA;BAHIA
14215818000136;CORONEL JOAO SA;BA;BAHIA;SUBA;BAHIA
14221741000107;CORRENTINA;BA;BAHIA;SUBA;BAHIA
13654892000196;COTEGIPE;BA;BAHIA;SUBA;BAHIA
13763396000170;CRAVOLANDIA;BA;BAHIA;SUBA;BAHIA
13646922000112;CRISOPOLIS;BA;BAHIA;SUBA;BAHIA
13655089000176;CRISTOPOLIS;BA;BAHIA;SUBA;BAHIA
14006977000120;CRUZ DAS ALMAS;BA;BAHIA;SUBA;BAHIA
13915640000173;CURACA;BA;BAHIA;SUBA;BAHIA
13700174000109;DARIO MEIRA;BA;BAHIA;SUBA;BAHIA
13394044000195;DIAS D'AVILA;BA;BAHIA;SUBA;BAHIA
13673314000105;DOM BASILIO;BA;BAHIA;SUBA;BAHIA
13827019000158;DOM MACEDO COSTA;BA;BAHIA;SUBA;BAHIA
13693379000104;ELISIO MEDRADO;BA;BAHIA;SUBA;BAHIA
13907373000192;ENCRUZILHADA;BA;BAHIA;SUBA;BAHIA
14126981000122;ENTRE RIOS;BA;BAHIA;SUBA;BAHIA
13670203000137;ERICO CARDOSO;BA;BAHIA;SUBA;BAHIA
13885231000171;ESPLANADA;BA;BAHIA;SUBA;BAHIA
13698774000180;EUCLIDES DA CUNHA;BA;BAHIA;SUBA;BAHIA
16233439000102;EUNAPOLIS;BA;BAHIA;SUBA;BAHIA
13393152000143;FATIMA;BA;BAHIA;SUBA;BAHIA
16416125000137;FEIRA DA MATA;BA;BAHIA;SUBA;BAHIA
14043574000151;FEIRA DE SANTANA;BA;BAHIA;SUBA;BAHIA
13232996000102;FILADELFIA;BA;BAHIA;SUBA;BAHIA
13752415000163;FIRMINO ALVES;BA;BAHIA;SUBA;BAHIA
14147904000159;FLORESTA AZUL;BA;BAHIA;SUBA;BAHIA
13654454000128;FORMOSA DO RIO PRETO;BA;BAHIA;SUBA;BAHIA
14195358000121;GANDU;BA;BAHIA;SUBA;BAHIA
13233036000167;GAVIAO;BA;BAHIA;SUBA;BAHIA
13879390000163;GENTIO DO OURO;BA;BAHIA;SUBA;BAHIA
14217335000170;GLORIA;BA;BAHIA;SUBA;BAHIA
14235048000193;GONGOGI;BA;BAHIA;SUBA;BAHIA
13828496000138;GOVERNADOR MANGABEIRA;BA;BAHIA;SUBA;BAHIA
13284658000114;GUAJERU;BA;BAHIA;SUBA;BAHIA
13982640000196;GUANAMBI;BA;BAHIA;SUBA;BAHIA
13634985000159;GUARATINGA;BA;BAHIA;SUBA;BAHIA
13393178000191;HELIOPOLIS;BA;BAHIA;SUBA;BAHIA
13889993000146;IACU;BA;BAHIA;SUBA;BAHIA
13676986000166;IBIASSUCE;BA;BAHIA;SUBA;BAHIA
14147896000140;IBICARAI;BA;BAHIA;SUBA;BAHIA
13922588000182;IBICOARA;BA;BAHIA;SUBA;BAHIA
13857701000193;IBICUI;BA;BAHIA;SUBA;BAHIA
13714803000150;IBIPEBA;BA;BAHIA;SUBA;BAHIA
13781364000106;IBIPITANGA;BA;BAHIA;SUBA;BAHIA
13718671000134;IBIQUERA;BA;BAHIA;SUBA;BAHIA
13846753000164;IBIRAPITANGA;BA;BAHIA;SUBA;BAHIA
14210389000104;IBIRAPUA;BA;BAHIA;SUBA;BAHIA
14131569000109;IBIRATAIA;BA;BAHIA;SUBA;BAHIA
13781828000176;IBITIARA;BA;BAHIA;SUBA;BAHIA
13715057000119;IBITITA;BA;BAHIA;SUBA;BAHIA
13798152000123;IBOTIRAMA;BA;BAHIA;SUBA;BAHIA
13906151000155;ICHU;BA;BAHIA;SUBA;BAHIA
13811484000109;IGAPORA;BA;BAHIA;SUBA;BAHIA
13071204000165;IGRAPIUNA;BA;BAHIA;SUBA;BAHIA
13858303000191;IGUAI;BA;BAHIA;SUBA;BAHIA
13672597000162;ILHEUS;BA;BAHIA;SUBA;BAHIA
13647185000172;INHAMBUPE;BA;BAHIA;SUBA;BAHIA
13621735000184;IPECAETA;BA;BAHIA;SUBA;BAHIA
13701651000150;IPIAU;BA;BAHIA;SUBA;BAHIA
14042659000115;IPIRA;BA;BAHIA;SUBA;BAHIA
13798384000181;IPUPIARA;BA;BAHIA;SUBA;BAHIA
13763479000160;IRAJUBA;BA;BAHIA;SUBA;BAHIA
13894902000160;IRAMAIA;BA;BAHIA;SUBA;BAHIA
13922596000129;IRAQUARA;BA;BAHIA;SUBA;BAHIA
13626205000129;IRARA;BA;BAHIA;SUBA;BAHIA
13715891000104;IRECE;BA;BAHIA;SUBA;BAHIA
16234429000183;ITABELA;BA;BAHIA;SUBA;BAHIA
13719646000175;ITABERABA;BA;BAHIA;SUBA;BAHIA
14147490000168;ITABUNA;BA;BAHIA;SUBA;BAHIA
13846902000195;ITACARE;BA;BAHIA;SUBA;BAHIA
13922620000120;ITAETE;BA;BAHIA;SUBA;BAHIA
14200406000122;ITAGI;BA;BAHIA;SUBA;BAHIA
13701966000106;ITAGIBA;BA;BAHIA;SUBA;BAHIA
13634969000166;ITAGIMIRIM;BA;BAHIA;SUBA;BAHIA
16445843000131;ITAGUACU DA BAHIA;BA;BAHIA;SUBA;BAHIA
14147920000141;ITAJU DO COLONIA;BA;BAHIA;SUBA;BAHIA
14147946000190;ITAJUIPE;BA;BAHIA;SUBA;BAHIA
13761697000165;ITAMARAJU;BA;BAHIA;SUBA;BAHIA
13753959000140;ITAMARI;BA;BAHIA;SUBA;BAHIA
13743760000130;ITAMBE;BA;BAHIA;SUBA;BAHIA
14757157000170;ITANAGRA;BA;BAHIA;SUBA;BAHIA
14210512000197;ITANHEM;BA;BAHIA;SUBA;BAHIA
13882949000104;ITAPARICA;BA;BAHIA;SUBA;BAHIA
14147938000143;ITAPE;BA;BAHIA;SUBA;BAHIA
13634993000103;ITAPEBI;BA;BAHIA;SUBA;BAHIA
13751102000190;ITAPETINGA;BA;BAHIA;SUBA;BAHIA
13647557000160;ITAPICURU;BA;BAHIA;SUBA;BAHIA
14147482000111;ITAPITANGA;BA;BAHIA;SUBA;BAHIA
13763735000119;ITAQUARA;BA;BAHIA;SUBA;BAHIA
13751276000153;ITARANTIM;BA;BAHIA;SUBA;BAHIA
13866843000117;ITATIM;BA;BAHIA;SUBA;BAHIA
14198543000170;ITIRUCU;BA;BAHIA;SUBA;BAHIA
13988324000121;ITIUBA;BA;BAHIA;SUBA;BAHIA
13752993000108;ITORORO;BA;BAHIA;SUBA;BAHIA
14106280000121;ITUACU;BA;BAHIA;SUBA;BAHIA
14195333000128;ITUBERA;BA;BAHIA;SUBA;BAHIA
16416158000187;IUIU;BA;BAHIA;SUBA;BAHIA
13245568000114;JABORANDI;BA;BAHIA;SUBA;BAHIA
13677109000100;JACARACI;BA;BAHIA;SUBA;BAHIA
14197586000130;JACOBINA;BA;BAHIA;SUBA;BAHIA
13910211000103;JAGUAQUARA;BA;BAHIA;SUBA;BAHIA
13988316000185;JAGUARARI;BA;BAHIA;SUBA;BAHIA
13796289000149;JAGUARIPE;BA;BAHIA;SUBA;BAHIA
13697206000164;JANDAIRA;BA;BAHIA;SUBA;BAHIA
13894878000160;JEQUIE;BA;BAHIA;SUBA;BAHIA
13809041000175;JEREMOABO;BA;BAHIA;SUBA;BAHIA
13764659000166;JIQUIRICA;BA;BAHIA;SUBA;BAHIA
14205686000161;JITAUNA;BA;BAHIA;SUBA;BAHIA
13891510000148;JOAO DOURADO;BA;BAHIA;SUBA;BAHIA
13915632000127;JUAZEIRO;BA;BAHIA;SUBA;BAHIA
16412025000132;JUCURUCU;BA;BAHIA;SUBA;BAHIA
13717277000181;JUSSARA;BA;BAHIA;SUBA;BAHIA
13657937000186;JUSSARI;BA;BAHIA;SUBA;BAHIA
13674148000153;JUSSIAPE;BA;BAHIA;SUBA;BAHIA
14205959000178;LAFAIETE COUTINHO;BA;BAHIA;SUBA;BAHIA
16416117000190;LAGOA REAL;BA;BAHIA;SUBA;BAHIA
13825492000104;LAJE;BA;BAHIA;SUBA;BAHIA
13785670000102;LAJEDAO;BA;BAHIA;SUBA;BAHIA
13810544000160;LAJEDINHO;BA;BAHIA;SUBA;BAHIA
16434441000131;LAJEDO DO TABOCAL;BA;BAHIA;SUBA;BAHIA
13844071000112;LAMARAO;BA;BAHIA;SUBA;BAHIA
13891528000140;LAPAO;BA;BAHIA;SUBA;BAHIA
13927819000140;LAURO DE FREITAS;BA;BAHIA;SUBA;BAHIA
14694400000159;LENCOIS;BA;BAHIA;SUBA;BAHIA
14108286000138;LICINIO DE ALMEIDA;BA;BAHIA;SUBA;BAHIA
13674817000197;LIVRAMENTO DE NOSSA SENHORA;BA;BAHIA;SUBA;BAHIA
04214419000105;LUIS EDUARDO MAGALHAES;BA;BAHIA;SUBA;BAHIA
13810841000106;MACAJUBA;BA;BAHIA;SUBA;BAHIA
13751540000159;MACARANI;BA;BAHIA;SUBA;BAHIA
13782461000105;MACAUBAS;BA;BAHIA;SUBA;BAHIA
14217343000117;MACURURE;BA;BAHIA;SUBA;BAHIA
33919960000109;MADRE DE DEUS;BA;BAHIA;SUBA;BAHIA
13284641000167;MAETINGA;BA;BAHIA;SUBA;BAHIA
13751821000101;MAIQUINIQUE;BA;BAHIA;SUBA;BAHIA
14212872000128;MAIRI;BA;BAHIA;SUBA;BAHIA
14105217000170;MALHADA;BA;BAHIA;SUBA;BAHIA
14106561000184;MALHADA DE PEDRAS;BA;BAHIA;SUBA;BAHIA
13894886000106;MANOEL VITORINO;BA;BAHIA;SUBA;BAHIA
13348529000142;MANSIDAO;BA;BAHIA;SUBA;BAHIA
13910203000167;MARACAS;BA;BAHIA;SUBA;BAHIA
13784384000122;MARAGOGIPE;BA;BAHIA;SUBA;BAHIA
13848973000127;MARAU;BA;BAHIA;SUBA;BAHIA
13765219000123;MARCIONILIO SOUZA;BA;BAHIA;SUBA;BAHIA
13818018000147;MASCOTE;BA;BAHIA;SUBA;BAHIA
13805528000180;MATA DE SAO JOAO;BA;BAHIA;SUBA;BAHIA
16417800000142;MATINA;BA;BAHIA;SUBA;BAHIA
13786520000113;MEDEIROS NETO;BA;BAHIA;SUBA;BAHIA
13913363000160;MIGUEL CALMON;BA;BAHIA;SUBA;BAHIA
13720263000117;MILAGRES;BA;BAHIA;SUBA;BAHIA
13913371000106;MIRANGABA;BA;BAHIA;SUBA;BAHIA
16416521000164;MIRANTE;BA;BAHIA;SUBA;BAHIA
